"iter","AGCmax","theta","sigma","lp__"
197,185.360737332246,0.0120875291619431,0.111340649534865,-155.444283308693
198,177.515499613553,0.0127260930102773,0.106449558385904,-155.341453147844
199,195.459854118313,0.0113772250055507,0.125106632626102,-157.230343283049
200,183.253827327386,0.0126015238945305,0.104013523730248,-155.726620036229
201,181.666913039602,0.0122258577402952,0.0984550750758739,-155.903785757961
202,177.839981472058,0.0125574337389344,0.105691432162936,-155.772607075827
203,178.83074853273,0.012830657537946,0.1071242621681,-155.357527173366
204,174.489738681588,0.0128600584354954,0.112309823595077,-156.172224794822
205,150.251150263735,0.0159431873864473,0.115411758420452,-160.25954326373
206,169.139400010622,0.0134097111020008,0.0916048299287796,-156.852486123253
207,196.968766711212,0.0115594372201812,0.0990857889445665,-156.368966502197
208,176.002591305992,0.0131579122312816,0.107074605288976,-155.733286023456
209,185.187465429905,0.0123037453843997,0.100113468131399,-155.213358479942
210,180.786857146809,0.0127202480785016,0.0946395225740801,-155.786359509582
211,175.672795694558,0.0130990562313107,0.0946032499903603,-155.787212895571
212,209.470794323856,0.0108658212558388,0.111486316178356,-158.832086604283
213,183.961638154689,0.0120160048611118,0.108064492954635,-155.968986036349
214,188.76332755419,0.0119765243829831,0.111664878342906,-155.47238562591
215,186.658075868568,0.0122702689839818,0.106976575751646,-155.511908465608
216,186.876238489587,0.011971631050877,0.0847080166440722,-157.309432858177
217,173.324061656741,0.0133357161473736,0.126537635893276,-157.464611618466
218,180.136601792147,0.0128582449215234,0.110869216217309,-155.954664610948
219,200.697582468824,0.0113034555556719,0.0990922154160536,-156.736828502496
220,195.146489858195,0.0114857925172593,0.114269775706037,-156.007667156432
221,192.080410941219,0.0115856153886976,0.107767409665379,-155.508361937713
222,184.604248404301,0.0121132119885963,0.113902019341797,-155.692887677155
223,199.203744421578,0.0112791809338559,0.0920513885651959,-156.663271501752
224,170.918647959707,0.0134923550647857,0.0976327988071413,-155.84768836324
225,190.071569567108,0.0115589007182675,0.116721850995133,-156.639702197602
226,196.096886983505,0.0112734742183715,0.100250790303945,-155.872686650973
227,197.125057977334,0.0111599551335735,0.097632041837213,-156.305695493618
228,175.575614721502,0.0133335942795471,0.111905618429852,-156.595211755892
229,183.962837790338,0.0123554995324897,0.109933662823229,-155.295645247195
230,193.506186546657,0.0113719633726238,0.0952967579951077,-156.375922590762
231,174.976792316443,0.0132738612050792,0.106296250057216,-155.86956532263
232,171.235274815704,0.012808654274364,0.110489267760134,-158.671456759459
233,201.805064843314,0.0113246112718468,0.110432902353113,-157.453247784537
234,157.391964177634,0.0149068832252647,0.101952092756892,-157.739213347657
235,193.350282827669,0.0115278858581349,0.0958168253230863,-155.693008567024
236,179.311211072134,0.0125925816404935,0.0955979801388414,-155.445297972822
237,177.063570176669,0.0127890089119268,0.104803388949748,-155.282304360166
238,206.81708880007,0.0111361644663349,0.0999937992720223,-159.626074267295
239,170.781114346051,0.0130369620589469,0.125249330109574,-158.368496565666
240,174.843104322416,0.0134209873832228,0.105293162157804,-156.582280783232
241,194.169499901725,0.0113094734369185,0.0854351459684773,-158.357090245362
242,195.497578028416,0.0114977808498119,0.108247703962137,-155.681560106947
243,186.626580734078,0.0122110093766059,0.105588714770348,-155.271823956466
244,156.678598482843,0.0147087592452636,0.10748813206223,-158.14821161617
245,186.260664874378,0.011850685845517,0.0980162234773007,-156.086086917806
246,176.349887594427,0.0128930942504412,0.118010390268379,-156.132331919139
247,194.076680311637,0.0113666339783354,0.110660447143303,-156.038672426674
248,149.013601261371,0.0163423764117132,0.11061143685423,-161.189811676231
249,184.403808935807,0.0119238169440098,0.104599652253518,-156.323744885345
250,183.170628259532,0.0122594590129806,0.101144454909461,-155.158630111692
251,210.020335373681,0.010567774359722,0.095986852423033,-157.797497725198
252,161.017248034867,0.014294795593334,0.107564586447719,-157.191954298417
253,182.971477183186,0.0127363901511938,0.122560682569345,-157.411395430928
254,174.815347469116,0.0133586967353204,0.102252579909383,-156.216856895581
255,174.284106260833,0.0132595114424894,0.09368220584789,-156.085028122799
256,193.276834107012,0.0113444307910181,0.0984644520361395,-156.409008444405
257,181.37602701358,0.0126374606956884,0.106099812008553,-155.304268713124
258,172.638686613627,0.0133951200517674,0.105512172367488,-155.721147733985
259,160.928111769553,0.0142870108501946,0.0987832122926831,-157.229013266732
260,174.06427860614,0.013511965246839,0.101679910675798,-156.833299014293
261,167.310147678224,0.0137497317852093,0.108861970865541,-156.225712526158
262,195.532556372334,0.0114719337718349,0.136589067299327,-158.823079005267
263,196.623933038397,0.0110670093448964,0.110501340681644,-156.991878936447
264,201.532800013963,0.0110855057088417,0.100123185572988,-156.228113412405
265,179.704051825901,0.0123594690197508,0.11590336420992,-156.436953312172
266,174.854832073879,0.0130776373635497,0.0932227477209843,-155.823648379718
267,184.075565114868,0.0121302581248525,0.119429323626751,-156.258521947459
268,188.229234935923,0.0122194087882479,0.109473272977824,-155.956335020951
269,192.387750714616,0.0117120826930789,0.105344879034231,-155.358924195949
270,198.354460568539,0.011208403848211,0.105160421795709,-155.853635283865
271,193.744072714369,0.0114479686035324,0.10332638270563,-155.585873695117
272,181.649464641101,0.0121801184589664,0.10705533516303,-156.057084157587
273,192.237754786554,0.0113995432523416,0.0984066038440198,-156.469793315189
274,176.300885633968,0.012804554104507,0.0996400523849466,-155.45278447769
275,184.531766933483,0.0122066858108004,0.104962975278376,-155.08312810407
276,184.643443189934,0.0124293222122074,0.112510568360992,-155.760224977961
277,187.291854667057,0.0120407960185311,0.107070866319784,-155.163900568117
278,178.953339791127,0.0129154419910407,0.125169748974418,-157.145973704341
279,193.720401502369,0.0118899772953663,0.111024405058127,-156.758143121806
280,195.77645750228,0.0113709500291849,0.0946064450197313,-155.972938191312
281,163.09084268462,0.0142933309034067,0.112351772295586,-157.102163309261
282,183.810555118863,0.0124533955158893,0.120021087536828,-156.295011449425
283,171.118951935979,0.0133958959045265,0.102294990889759,-155.641218295083
284,185.138208993303,0.0121574133441805,0.0979005288714632,-155.184085066733
285,171.977310642553,0.0132350758949619,0.122999854016582,-157.04358724321
286,181.283122780372,0.0124692908745396,0.115332797474819,-155.694647209149
287,194.04251197356,0.0115215049771875,0.0997747600728243,-155.471611459931
288,176.171021565973,0.0130074756937635,0.0977143931073976,-155.430638614954
289,182.518161583004,0.0130092411986784,0.108007292137045,-158.583787435917
290,197.440034180525,0.0119335363939388,0.132193752393247,-161.246352659108
291,192.29574736923,0.011827479298633,0.110846876825222,-155.823397161915
292,199.395256059037,0.0114589152652931,0.112109323234806,-157.080884843659
293,176.883725684855,0.0125958633996331,0.0958466242672294,-156.39054740845
294,176.315673049596,0.0130088103325112,0.111965302218949,-155.660841987483
295,190.868339429394,0.0119908220027418,0.116117265905378,-156.340134604861
296,172.888802696708,0.0135066330192444,0.0981194654104401,-156.360076264502
297,171.059729908879,0.0134349018566886,0.0851399539081555,-157.594620239106
298,179.181655860288,0.0127934374105836,0.0990063308122841,-155.326183615202
299,194.627040270518,0.0119038782189542,0.135616343102101,-159.721812520819
300,174.963051093618,0.0131360965756792,0.102973329955984,-155.414244606585
301,195.534494475107,0.0115284690099103,0.0922531115388469,-156.274978691318
302,168.908718123332,0.0136102950597926,0.103688282532974,-155.875484960359
303,172.373898295471,0.0130076014336106,0.104351553936546,-156.225132756081
304,163.749068779434,0.0144064270968303,0.0860279364547937,-159.202541441228
305,195.788428130557,0.0117981360010413,0.0933353349711625,-158.189637947663
306,191.61227385433,0.0117461727677363,0.0944423801935834,-155.641745283759
307,166.215535324766,0.0140382668496057,0.121824098815725,-157.663222439684
308,184.801742845438,0.0122911470027223,0.0963596534849244,-155.30190406685
309,174.006448142974,0.0131254147072953,0.0920515698802608,-156.015560232808
310,185.773723208873,0.0119961061666104,0.115224118346528,-155.884687308909
311,190.200028029169,0.0119070774495961,0.114303283063249,-155.77314591698
312,192.325512291483,0.0118980045535378,0.101324871524178,-155.982844461793
313,185.4102717246,0.0122001209741931,0.108836684963794,-155.210881938841
314,201.756402590445,0.0112846958137756,0.109080549978806,-157.116345333428
315,163.529905607036,0.0144466377008341,0.125061883731861,-158.758170881359
316,167.610154747007,0.013759800611676,0.106489284000287,-156.095265728403
317,200.618703340125,0.0108337368956962,0.104287464053389,-157.147757000372
318,180.838373093401,0.0124966368477601,0.121581367576263,-156.351950793037
319,182.698423303977,0.0125920991795805,0.0914751819069628,-156.294351553037
320,201.029220837943,0.011194141102459,0.106882860053909,-156.331089479313
321,164.675259008374,0.0141639266969159,0.0988936993227234,-156.651455551106
322,213.576527824603,0.0102799156334332,0.1006593978431,-158.307641007134
323,192.184044473733,0.0119598167483451,0.109741666798234,-156.34279012618
324,182.950738517357,0.012542848810838,0.108897304568347,-155.48544485672
325,194.239629472633,0.0118269721946718,0.132188993666555,-158.702675538028
326,186.061940523875,0.0122645074552938,0.101287608914254,-155.280008930379
327,166.305953295153,0.0137452983453201,0.127423548616565,-158.267449155485
328,176.867131983664,0.0127376437303885,0.103221161656666,-155.420607858615
329,181.292006611417,0.0123887069910663,0.10489236101233,-155.23289644235
330,169.4990573638,0.0136968865459693,0.130516889697162,-158.363492155296
331,164.67652380431,0.0138746323318781,0.092922243453365,-157.151798086893
332,202.113797218269,0.0114012096834009,0.0996736208927484,-158.522208388288
333,184.152106228845,0.0125514044580206,0.116147980707201,-156.366629492885
334,186.223957770053,0.0127151502748901,0.1242641770688,-159.307935858012
335,172.834730875837,0.0130221051354369,0.11630869894306,-156.550180319568
336,210.425020154416,0.0106304891702124,0.0958944512985439,-158.114931177461
337,196.92391112923,0.0116112185151408,0.118832174050189,-157.238959934938
338,186.064897209082,0.0123872426792673,0.109017508078621,-155.89031026454
339,188.503171182472,0.0118416346882555,0.0901222051419778,-156.207498633628
340,195.770309841711,0.0112432680726759,0.118018823655747,-156.759711304103
341,200.99492275991,0.0108865488683666,0.107388468226141,-156.715814492505
342,195.362884541486,0.0116667646366702,0.100094021317069,-156.15750648691
343,170.138588402861,0.0138894366676802,0.0950729478338744,-157.703977868715
344,179.763192826377,0.0129113280385861,0.111699325876381,-156.110318351845
345,193.835006036034,0.0114571062718583,0.114282496183787,-156.029003533414
346,156.251855121541,0.014585641763815,0.0984630292969851,-159.024643884829
347,185.827373354124,0.0119975228238645,0.0955262167235036,-155.628980556477
348,164.457202474013,0.0142281633242843,0.117052541847425,-157.427992372688
349,159.190528367255,0.0150670270463812,0.103096471250055,-158.821872726277
350,153.495000660762,0.0153093366171925,0.0984684570567354,-158.625333298425
351,181.847074188222,0.0123065904858402,0.0928545396284844,-155.903935333009
352,175.606811932767,0.013370445489753,0.108566575077678,-156.699365634748
353,172.291486073941,0.0132943384761698,0.107026013526082,-155.621787866323
354,182.115647689271,0.0121712442031751,0.104657500868635,-155.852522542431
355,178.273722191417,0.0132147485556723,0.0976798146332426,-157.577414616482
356,194.907884984405,0.0116878742759987,0.10926455119606,-156.104954838721
357,186.658666700697,0.0121074526979897,0.0852923879859878,-157.00000974808
358,193.281567873832,0.0117812324693825,0.0953938774784072,-156.129951768039
359,187.533353080451,0.011959751006468,0.109344046285878,-155.308226849996
360,180.852154224152,0.0128187930787981,0.104334697211487,-155.861204865488
361,171.954250613495,0.0132638530615719,0.0890122760058527,-156.681144566428
362,167.131523437694,0.0139368655864419,0.0935890567243956,-156.781713885642
363,151.910460063735,0.015149612685898,0.127969021720192,-161.376559105559
364,203.436535297012,0.0106855667883863,0.112310943477456,-157.538904608499
365,193.946454154409,0.0118305794713831,0.102252017712447,-156.381150814469
366,197.359820482996,0.0108521939779748,0.09912688123926,-159.176143245501
367,175.180637319533,0.0130252216560004,0.112745003953343,-155.728971697098
368,191.927759827157,0.0117305544381751,0.106562863231476,-155.350076999562
369,151.066719081275,0.0157324780769037,0.0986255409509716,-159.378251731494
370,167.135902891293,0.0136433434190816,0.109137709418467,-156.399683509313
371,174.477313538652,0.013026747973662,0.0959421875158837,-155.634005377914
372,188.191013872856,0.0120262372651424,0.108092751404792,-155.264113814351
373,190.177080210626,0.0115598933468875,0.101141941815917,-156.101280890506
374,185.932072675086,0.0120955071868049,0.0911707020194242,-155.836154993991
375,168.909483480331,0.0136715099638791,0.112785830354282,-156.3178230326
376,200.799648926317,0.0111191342165478,0.100435176822359,-156.116534162303
377,195.723993877798,0.0114783545209529,0.0989052405097003,-155.65814765034
378,178.314965497134,0.0128314567732234,0.090253020692327,-156.113550088385
379,172.821543715245,0.0130367131722248,0.127912903919417,-157.818609847619
380,171.254155559536,0.0132217605247585,0.11957053712944,-156.851686659924
381,197.230683952786,0.0112222904706002,0.0936788065112543,-156.345330226209
382,192.319367124837,0.0116669903605957,0.111493608085953,-155.604062418559
383,188.238943043075,0.0122775049217659,0.134430441809948,-158.744357846903
384,185.96250121981,0.0117549266892627,0.114917728543443,-157.048572536223
385,183.494236151763,0.0125381988561891,0.114525474516435,-155.965284275498
386,176.734940653291,0.0130823118267908,0.0914457499463155,-156.398279658022
387,188.501870633793,0.011981775904543,0.097131862934627,-155.295302053316
388,201.074295098077,0.0112189785238692,0.124666929960258,-157.868411907094
389,180.7831129889,0.0125685363563833,0.0978196339506941,-155.195427053688
390,191.481133427405,0.011606600451687,0.100851020399974,-155.465562512146
391,154.657951616064,0.0151091158109078,0.121379907718182,-159.474697744529
392,186.192746058499,0.0121766969944443,0.11349013328256,-155.546128091171
393,189.01305299375,0.0118215710070965,0.0842267711931401,-157.490064010416
394,161.982270523133,0.0142844069933286,0.12424427780373,-158.415502367731
395,186.562932383996,0.0119146829257166,0.11470897970033,-155.925016931041
396,165.217339111761,0.0136620168453072,0.112489044343708,-157.404982539168
397,187.102864374962,0.012285611404259,0.105120951116062,-155.710091750385
398,192.175536559544,0.0118742728562468,0.126354161212383,-157.421285470115
399,186.692976383225,0.012248189402088,0.110989223290092,-155.619664420544
400,171.829651153757,0.0129661259786855,0.0976494586271042,-157.091156825455
401,181.359069829504,0.0125403083820331,0.0898825889625494,-156.028533516287
402,188.340256607518,0.0117770344431166,0.109700870018425,-155.667501456271
403,182.83010092753,0.0125884364835748,0.111581000414671,-155.753570964949
404,187.875005960996,0.012011114957813,0.101508422809282,-155.108789329392
405,179.280464922046,0.012325982083172,0.109582330492848,-156.468847296902
406,160.441570780957,0.0145792326200389,0.095630926927202,-157.452106979292
407,180.899476911263,0.0123810118315945,0.102534765814359,-155.34427449517
408,193.409608215864,0.0118459499271938,0.115991544944177,-156.656890392412
