"","lambda_loss","lambda_acs0","lambda_dacs","lambda_prec","lambda_seas","lambda_bd","theta_0","sd_theta","beta","gamma","sigma","lp__"
"43",0.0947587137470688,0.0273174977911028,0.0385470588038538,0.0329630854164169,0.0224779006518453,0.0271057497582278,0.241590161618421,0.0634189957470412,0.00622122012261273,1.11731934751954,0.531568286785335,-3459.19413768701
"44",0.146732478918976,0.0315961138379643,0.0201049295921269,0.00924687558348607,0.0185149673755992,0.042111082206925,0.296186556094565,0.090195658730709,0.00640544592582751,1.16045823146412,0.519918187091708,-3440.55269411561
"45",0.103619634994034,0.0524254099523744,0.062277887181632,0.00430287423994692,0.0232033044937259,0.0283669930471052,0.290042641280326,0.0738820264124692,0.00673261768616761,1.15403546698842,0.529774077030586,-3450.78068854696
"46",0.132493671471526,0.0476262169986951,0.0360560660828909,0.0334158480148606,0.0330449240650201,0.0332385833099564,0.343868847422519,0.124861660132113,0.00876625719302803,1.15156489223453,0.526018623126483,-3465.01693290508
"47",0.174432174222663,0.0536905182719627,0.029169319381842,-0.00424100485376061,0.00390877098242612,0.0367627443158137,0.342997710656231,0.116592311545106,0.00807586631143477,1.17196882831721,0.520591292597483,-3451.15477481178
"48",0.145137522222441,0.038156392050596,0.0207374803437423,0.0464944444949806,0.0424704034648497,0.0370579194636192,0.321658931236563,0.0905608378371749,0.0078253459797262,1.12849007291273,0.528843009873535,-3465.30424954102
"49",0.124876546382491,0.0406669148084084,0.0332946335125631,0.0110727699070585,0.017238731971249,0.0317485971104298,0.267003718282233,0.075803701498769,0.00574846654124601,1.17214965051089,0.534730489676154,-3445.73377478905
"50",0.0965387895863461,0.037470768515998,0.0274603472840392,-0.0300834631618206,0.0057911718840029,0.0440755797968926,0.231033754197018,0.0837048958259903,0.0048347281036312,1.16180861736557,0.521686659102726,-3458.87762925546
"51",0.146797646022649,0.0604549350306937,0.0434344139507028,0.013459316838281,0.0126699261138609,0.0410719792433841,0.342728335755556,0.0961093722472711,0.00783426807518308,1.16803754063615,0.539078624558408,-3457.11135392741
"52",0.164850797298627,0.0390119449155294,0.0363229766008085,0.0268803499537624,0.0128104036899924,0.0361754105926379,0.334897124176963,0.0736562563013051,0.00866044248264845,1.14941143680393,0.537297897382374,-3441.15134018599
"53",0.17158053551879,0.0468541601559922,0.0326157892920953,0.0134916321638686,0.0190187500794896,0.0303577492608479,0.34125561860201,0.0911930818398589,0.00771616488453587,1.16469919703153,0.528643502364427,-3446.07742382752
"54",0.103831459387683,0.032192026788972,0.020729363162988,0.0124279398898959,0.0227528199339595,0.0261331275904929,0.214993492350092,0.0653167156383008,0.00494497162286408,1.16642425638202,0.524303911034562,-3442.70641301379
"55",0.115841051769776,0.0464637053645154,0.022032302396514,0.0180840715229323,0.0422707271583973,0.0296213761927771,0.276807460036619,0.0826804068712776,0.00618649397732167,1.16437725990667,0.54772191306481,-3453.5673903773
"56",0.117527697070999,0.0394572476883988,0.0446057941146509,0.044311590692817,0.0202826704484508,0.0409138972544276,0.317467875254224,0.0946125093529998,0.00774407837063727,1.16061540259891,0.5215823836963,-3448.14164906053
"57",0.0973971969397767,0.0252398104130432,0.0271207096323444,0.0118348925264653,0.0192676231282495,0.041438926525607,0.219798625447063,0.0712185644211485,0.00500217308206361,1.15331888873896,0.528820217477497,-3451.38591648966
"58",0.150876198138219,0.0875660343753997,0.0232296372208837,-0.0210263228390696,0.0217356746450574,0.0378669095479922,0.362319782369201,0.123057965511558,0.00873570013061798,1.16337435762687,0.502531975332962,-3441.28968679432
"59",0.114713282475429,0.0191469002682519,0.0291989414438341,0.0363951603401671,0.0299754401671906,0.0225121488774423,0.258824240271326,0.0679654848395323,0.00536459509542587,1.1578964071417,0.525652945007858,-3445.69825309949
"60",0.113394343320618,0.0663432249550246,0.0377902152639848,0.00517981053134657,0.0321491734138541,0.0380186330211149,0.277527099611561,0.0770776692471084,0.00562280442785632,1.18923660446116,0.506563323041187,-3443.04563983523
"61",0.0912460754061922,0.0256763710770891,0.024234574237696,0.0182402527173305,0.0232788241685578,0.0303618628344935,0.196694797916864,0.0645284390279538,0.00431063140613118,1.16711971370649,0.522599239330359,-3465.49965647536
"62",0.0953923163807506,0.0252948285640492,0.0311808040447773,0.0123128953850393,0.0134257539208328,0.0229304829518573,0.214980260236581,0.0504933569179451,0.00514339479897955,1.12651038732831,0.527926501986245,-3440.36722161001
"63",0.0870592042352754,0.0161412378691405,0.0232338712170537,0.0265227878730975,0.0201691081463852,0.0117056983170168,0.186046844720974,0.0566564833396949,0.00434246917302634,1.14172774767626,0.522317690102494,-3464.8210184204
"64",0.180526502225068,0.038182329618618,0.0405227702054525,0.0142049616553473,0.0262220796328054,0.0405211586674283,0.390554424187742,0.121185057234266,0.00894324966993063,1.14306965992194,0.50348960658733,-3458.03341660699
"65",0.145195527050628,0.0193387712135405,0.0229906563020001,0.00457538317022429,0.0113464423185056,0.0240723280557914,0.262170220920691,0.0902159568692995,0.00540753584566522,1.17182467394912,0.519221618283177,-3455.08359472861
"66",0.162843570697234,0.0580292046002394,0.0503458688904128,0.021251541103628,0.0358741528699768,0.052862213922855,0.354336137793324,0.100779037373757,0.00997332219842275,1.11722528002947,0.534043314364138,-3454.28856171844
"67",0.0941950421610484,0.0306473820760238,0.0229283716504877,0.0309346346427629,0.0276525616322038,0.012835151325678,0.20794693707336,0.0530552166175204,0.00411495036015076,1.17204500536112,0.508298349948775,-3445.55315379824
"68",0.0715400308727003,0.0301243236380264,0.0229617756963524,0.00633897476890018,0.0037324670952759,0.0194983088449876,0.154919253390776,0.0486531498204454,0.00364877899228329,1.15138046162686,0.546439515927316,-3460.73017376056
"69",0.0719127797837398,0.0399483054284909,0.0257856325198726,0.0114736458109849,-0.00115385761064773,0.0071133284312633,0.186834615018817,0.0618540470544134,0.00390696762196655,1.17020536769089,0.540757057059088,-3453.37534933824
"70",0.103512830631665,0.0200829207161392,0.0187569169501965,0.020358352128832,0.00562033545528233,0.00750705963920501,0.212573668777779,0.0605276578263656,0.00441555168525015,1.15859674251876,0.540492797025936,-3431.87307591602
"71",0.0799477372184039,0.0265459182716152,0.013826326188443,0.000150671040581657,0.0189855694585324,0.0290060670567847,0.179646675210191,0.0559538740906416,0.00337120603282061,1.17692508711241,0.523238472028998,-3441.38363328633
"72",0.181605756171445,0.0514033818464297,0.0490549950040063,0.0138539529468306,-0.0014861910772316,0.0501762617384157,0.425213845932424,0.139899600862635,0.0104728654827092,1.13506281669843,0.505146952717891,-3456.8787022884
"73",0.159052529047535,0.0628526195117644,0.0402712504352974,-0.0343118151848416,0.00484550818790688,0.0507961385808997,0.327761599800833,0.103339818491235,0.00939252722548742,1.09903251783482,0.521313990546199,-3449.01607105387
"74",0.0834675001662586,0.0361115002026357,0.0276664357304028,0.0244873185884042,0.0275315287961327,0.0317127775790062,0.222972493975875,0.0794160114885556,0.00480877503090849,1.17082547519879,0.524993177062552,-3446.31025707918
"75",0.110610056594683,0.0245578303895975,0.0400594922894101,0.000698319021446135,0.0356012954734373,0.0305548556459811,0.259420615160647,0.09570571905853,0.00661746055610051,1.14498973346575,0.510533479561644,-3460.82632485692
"76",0.104990429908946,0.0207393138842304,0.0219646718808089,0.0207715643323985,0.0374503204818329,0.0323359536884963,0.241159487983958,0.0830027602091181,0.00539015105101324,1.16945107119676,0.505091682365556,-3453.40348143409
"77",0.0893237786531307,0.0357919722488943,0.0201640637194564,0.00107528933772577,0.019782474120723,0.0310002642977861,0.211175097283292,0.0695552117820877,0.00414502659033579,1.19927059831927,0.534865165721136,-3451.22097575978
"78",0.0898920417996132,0.0161552691487778,0.0171109626846146,0.0220527455374776,0.0147007767326897,0.0203050889915585,0.189133920499389,0.0663505461996002,0.00437666117619314,1.15334602582675,0.508025379845593,-3467.83466737827
"79",0.122755114535998,0.058895841401167,0.0351270877051503,0.00451153025270921,0.00460540132108139,0.0395863839648221,0.302363979078988,0.0920068802706113,0.00670548949316351,1.15315366300812,0.524844762497715,-3461.13680042102
"80",0.11900968101298,0.0526339603724634,0.0292242715901882,0.0127463088376717,0.0222328892269072,0.0274717286748543,0.279477000264442,0.0806389824338287,0.00648670849914185,1.15678204631158,0.505782900308651,-3439.84649671404
"81",0.135888878323319,0.0407893762180714,0.0344751142619497,0.0167906148436587,0.016904706078238,0.0448743421072562,0.294536437053151,0.0848976141833207,0.00743203543020088,1.16356940270368,0.51246881248484,-3464.37690802187
"82",0.100675069876491,0.0314966764546243,0.0434903408985304,0.038255088284953,0.0173069067256612,0.00300334243091896,0.247000614035236,0.0852297622863017,0.00586627900246252,1.15876701178318,0.52252957595413,-3471.62591879312
"83",0.172821287057299,0.067502020726198,0.0360577715820584,-0.0113556133631037,0.0183473056091359,0.0467766716709412,0.346878684352951,0.0951837225957613,0.00812031571989778,1.17375004781855,0.509251203371925,-3442.29077269052
"84",0.162278398573036,0.036050038850378,0.0397141046080984,0.03405876863236,0.0389414859751031,0.0344851401827498,0.319871570730367,0.0819325030366885,0.00711263279710292,1.17598342157841,0.545705754637265,-3450.80158805802
"85",0.0982914296739022,0.0253728155263039,0.0344282770391484,0.0152810366600902,0.0127514475354866,0.0222116925358878,0.21167037337061,0.065242266061422,0.00468521143617357,1.17423168845508,0.524061126511875,-3446.52466617479
"86",0.0945543954525448,0.0257168994545991,0.0240505506034219,0.00533061793535187,0.0235206629264401,0.0425559095841335,0.215529739748709,0.0613209210307804,0.00479427569956214,1.15414337164718,0.504642908558648,-3451.86656120729
"87",0.102843671028666,0.0372918896771757,0.0386636289826653,0.0112612750623246,0.00998995412751035,0.0230628877092495,0.260081728508599,0.100844972817862,0.00675561639060563,1.14755024874758,0.518646973856136,-3469.4969171944
"88",0.105612472695741,0.0249756771303454,0.0318992138816641,0.014273218657836,0.0181335148215329,0.0178469941159954,0.216404607924924,0.0591685324593658,0.0046981721839852,1.16478474766198,0.524781677910914,-3442.56022609607
"89",0.167460718894916,0.0781114726872435,0.0416148408417055,0.0107392306223729,0.0431591711456029,0.0288358570754579,0.367864472370383,0.111208215513059,0.0109500497101323,1.10713975060722,0.514060691363382,-3456.87577613661
"90",0.075501557618885,0.0245357065770342,0.0223710976688762,0.0193214246975948,0.0335885483927202,0.0151379184222534,0.180866198118697,0.0551933992738637,0.00439996572927507,1.09884137415077,0.514586223331688,-3459.92097430799
"91",0.173264285904457,0.0289455149037233,0.0446363632305504,0.0438464654787809,0.030442152386628,0.0282435685854777,0.361849275635445,0.109306232315251,0.00973939715399526,1.12679315472498,0.534183635693276,-3456.22145992859
"92",0.0728386767537882,0.0560152491234695,0.0327392606817861,-0.00103755998383713,-0.00101648496088686,0.0291796639734476,0.205045823269153,0.0558527938761449,0.00463931383595649,1.16371562749645,0.552345028126827,-3457.68680114332
"93",0.0944686182385461,0.016880316028299,0.0238944422550009,0.0574228341836686,0.0387527191528064,0.0174184103619871,0.247482445095549,0.0709800525978984,0.00581778611460593,1.1201178634024,0.526559222854826,-3460.85530847991
"94",0.121820658311587,0.0498965913600005,0.0416918145298336,0.0309973797424975,0.0207066102440995,0.037810436789445,0.292092081667102,0.0804190751407714,0.00665713823337535,1.16260466757304,0.521082347887132,-3446.9590371151
"95",0.136068926239023,0.0605764213491691,0.0461903569220215,0.024916293452328,0.0142847450033037,0.0258319450658518,0.337538755701868,0.0860614639420584,0.00739477322369291,1.16533988289921,0.527937706011814,-3428.24636537621
"96",0.11471884834132,0.0534797826004314,0.0161049296303096,0.0242564535738735,0.0254267487679944,0.0322469983287071,0.275316229107617,0.0923163166569441,0.0075151843750297,1.14591423174727,0.504235899633263,-3457.42637757059
"97",0.134767789294581,0.0386462811926047,0.0472911867553212,0.0368488511547125,0.0358578884190751,0.0486072229268743,0.344168762768293,0.0933235402801795,0.00816555438052135,1.14927911413534,0.529204959549253,-3442.8773561983
"98",0.113220705538881,0.0334969553138656,0.047239687832055,0.0331612122665897,0.00889310084203825,0.0161465320322999,0.271177775409977,0.0948125308133514,0.00659916255224406,1.14889488599578,0.538077091633033,-3477.27669960119
"99",0.147587712206016,0.0682753604764898,0.05678924057918,0.025200562750181,0.0143382394275917,0.0394737674492181,0.380661296336809,0.126778630743575,0.0093806237991105,1.13674299973546,0.51795836041987,-3455.4793116192
"100",0.137838257259983,0.0543243747481178,0.0276342969219155,0.0137895647875564,0.0311025590434797,0.0556063550676301,0.307687468700213,0.0914923130775348,0.00740572519471846,1.1526135727813,0.528403738526593,-3442.73794428732
"101",0.0797665111591721,0.0216421031448988,0.0275320054128725,0.0300904697083703,0.0174373498771883,0.0182856511916154,0.191751259671185,0.0543420668389287,0.00467160511850727,1.15167161082328,0.52998042990297,-3447.64820811561
"102",0.0980161747020511,0.0306473060849202,0.0230345318219496,-0.0044858469275312,0.0173432907861975,0.0224241612133487,0.198441587526461,0.0510909168733989,0.00459812056204861,1.12992648488946,0.535598471880168,-3428.7252473585
"103",0.13513079750384,0.0266689664807135,0.0511624116742867,0.0427580457080121,0.0161415335840432,0.0347898170222801,0.310021079398409,0.0990156887787159,0.00800791291620812,1.14109712853519,0.519010375413892,-3443.41190695744
"104",0.15459851022294,0.0435665144864215,0.0293261211915147,0.0119963367308256,0.0177330930071829,0.0327759681279367,0.324460548160414,0.0971712843336244,0.00706251003018693,1.15421247282712,0.501646391983579,-3444.79568926013
"105",0.132966979891062,0.038261235228281,0.0393285250755685,0.0233428041611002,0.0320753160647755,0.0485508382998664,0.313504631253044,0.0930109992445709,0.00737783938540777,1.14540402691711,0.531119415841109,-3451.47948723044
"106",0.0849416053749606,0.0249729029271921,0.0197872774234959,0.0176352848741523,0.0146662059285464,0.0305549945510615,0.182370240043393,0.0510329904740146,0.00419368639421902,1.16776762969213,0.528225339280302,-3450.36263851943
"107",0.102739794476742,0.0479175721033589,0.0248629472093317,0.00509112276116008,0.0225363180286952,0.0412967029558456,0.262079775582511,0.0688849970132675,0.00618538519632918,1.15731275258086,0.532639024837379,-3431.45485931926
"108",0.128782059971116,0.0165356018587878,0.0256084058119057,0.0223954507752177,0.0300838484397586,0.0506207376157773,0.25912315190593,0.102229513871245,0.00600279579340852,1.18031521003563,0.514641850304118,-3476.84939731438
"109",0.103300434509225,0.0474572720011218,0.02617302405984,0.0161297470968228,0.00851458377354202,0.0303719891131552,0.241250541757106,0.0816414972204705,0.00617173346108358,1.13885103156023,0.505864032183511,-3445.83362596254
"110",0.120270608689643,0.0531614270431042,0.04032510322934,0.0331662500513401,0.0023344443102039,0.0241963696874109,0.331109961708919,0.101515096621734,0.00744817065408775,1.17071181922022,0.518823617064275,-3453.72738165668
"111",0.17333792283603,0.113749536452895,0.0560200682483277,-0.0158582135161201,0.043661435930994,0.0769486630440857,0.435622136022286,0.14072976496588,0.0106585465811472,1.16552192093057,0.500219365885963,-3464.15659513111
"112",0.0876583655926864,0.0378334761355581,0.0337640797982228,0.00105635574170791,0.0230535540243401,0.0500440071507222,0.200672228740821,0.0598456500247303,0.00408343660250439,1.17927930371109,0.521695171669852,-3445.67888349342
"113",0.0970979258918115,0.0357425140285892,0.0133943317016125,0.00493674149280213,0.0110324008018472,0.0239198323174577,0.196993741221501,0.0510269745594948,0.00530278763574697,1.10955960273648,0.537637943292619,-3438.99828995891
"114",0.183741020139551,0.0580630370272842,0.00403552564478839,-0.00018880475102858,0.0282912596470686,0.0624625776411735,0.350567613941625,0.107281981763561,0.00743896280725139,1.19485265565354,0.532690258825171,-3450.73701862954
"115",0.149972930077131,0.0182574568864766,0.0306693482091772,0.0217747818943662,0.0205919865446751,0.035317582113691,0.329842414195813,0.0859808303260753,0.00792610112103666,1.14695294527111,0.541655757875417,-3456.32718729499
"116",0.127698088577824,0.036944862958065,0.0397060737626408,-0.00511123919718357,0.00105111108044715,0.0379579844528108,0.25825285416807,0.0676858277392243,0.00656651934285666,1.11660265490105,0.536087310703258,-3440.01851898052
"117",0.114353316077698,0.056167652683525,0.0307871316815074,0.00337737475492414,0.0450515282376198,0.0435272987369275,0.303397472166491,0.107511578003191,0.00698565313759417,1.17926639428094,0.494314598272651,-3459.0035116788
"118",0.175039705453754,0.0295997854197979,0.0438249055777007,0.0425250768683008,0.034892261701658,0.0465445180357106,0.374712262583742,0.108248053243073,0.00946420018692639,1.1710463703607,0.531239154843144,-3461.37561839721
"119",0.151289204926808,0.042826025628671,0.0309802599537102,0.030485850054322,0.0397576194245204,0.0421929583245464,0.365681558653553,0.101971769692869,0.0102023776100969,1.11667170628351,0.534660965255766,-3433.13722870463
"120",0.125268499371105,0.0448090256838374,0.038672994670331,0.00406417543662299,0.00708461001322519,0.0363937764698324,0.273967382057239,0.0952001498521701,0.00703902081420736,1.1461888080976,0.511727431951671,-3455.37186392206
"121",0.139024965004202,0.011872366184677,0.0375426825915107,0.0133241413771918,-0.00136513893602345,0.0319972025629581,0.283662370263406,0.0842821951356155,0.00629434315229205,1.14820533430374,0.506809827706662,-3472.6203895105
"122",0.0945401630645833,0.030973466430924,0.0296542674159566,0.00858011184686675,0.0223001679903971,0.0263085572247647,0.203677585143983,0.0552457789021783,0.0041671039161583,1.17307987817356,0.520278672957404,-3427.27835433822
"123",0.141027105450023,0.0508502510449685,0.0401872837304423,0.0279935123548562,0.0243356932184757,0.0371154653900529,0.31953321751857,0.10777165098069,0.00676029751756744,1.1944515768292,0.521363955517326,-3450.78569396849
"124",0.172219095282672,0.0536280184839906,0.0423336640034676,0.00587142337587183,0.0214874172763803,0.0433796139113152,0.361259799677592,0.109975017283327,0.00928503309405738,1.1469341008514,0.534548029635856,-3433.15052440624
"125",0.124469523599547,0.0552877681468236,0.0322184318431276,0.00504114487284202,0.0155381976664947,0.0298174090548943,0.26991708319006,0.0794073063022584,0.00695212515909127,1.12737763208329,0.508822874033262,-3454.31472398532
"126",0.0994020237572497,0.0262150899455377,0.0152468927623974,0.0247919316835956,0.0146835906847589,0.0334047875322448,0.212937431267948,0.0612916135035923,0.00512110804015847,1.1344256786629,0.527937372397845,-3442.1881204905
"127",0.101191093984635,0.0310929121420436,0.0223484330061802,0.00847967344018037,0.0204883881612998,0.032994561733802,0.204783731749081,0.054355935575063,0.00537093221151155,1.11641486594986,0.539431046899361,-3440.09415973857
"128",0.17042932234858,0.0544457062806054,0.0604583910064834,0.0143970164054791,0.0112487856873741,0.0260318331104535,0.35479515561399,0.103632442785835,0.00962040118808559,1.12621475678299,0.515335342579446,-3451.82406645989
