"alpha","beta","r[1]","r[2]","r[3]","r[4]","r[5]","sigma","sigma_r","lp__"
16.0598884707291,0.0101031206748927,0.559198635110298,0.617994708901138,0.203855958338352,-0.142998090027227,-2.13696402164746,0.153942603549469,1.51511991296398,10.7163776319927
15.6383331817284,0.00964555868931843,0.897628158797774,0.93469043637188,0.613331805227857,0.137817658063742,-1.72426335145092,0.148325090604553,0.918658058438666,10.8499084052569
16.4935385136975,0.0096951159340425,0.052186523940599,0.0938955530862005,-0.292559430631549,-0.720574741709799,-2.63789061896662,0.14475435358247,1.39922325418086,11.2656663529075
16.5704569634883,0.0101996890369817,0.13096337662061,0.0801748433548251,-0.395897578281781,-0.695608879254256,-2.66739705566596,0.147578188595744,1.13614018621146,11.4375011302433
16.5307671437991,0.0101933190384277,0.135070614621077,0.10235905460836,-0.405230660346328,-0.716404180811337,-2.76330746469319,0.146578907651136,1.11448095231367,12.1856501158782
16.4903719906255,0.0095413336805378,0.107482057430765,0.0968051067655404,-0.212928129387246,-0.684577090130283,-2.54077515396118,0.164547567051969,1.05056712998907,11.3940920877263
16.3413497206122,0.0102935544725094,0.297322564986456,0.328560682145757,-0.129729186954551,-0.541716589665513,-2.61011227764301,0.152518381323348,1.45753826864526,11.696635578943
15.7240678165927,0.0107661525889931,0.818032669331319,0.753522033452985,0.388516496058038,0.0428713135290306,-1.81840067016292,0.142328713115386,0.93037077866304,11.2514918967492
15.6708874755291,0.0111712655982632,0.899810455099936,0.927858717951486,0.481609165324301,0.0540913158560374,-1.97068598036451,0.143245467148058,0.979380705411485,11.5132575118227
15.3849831513778,0.0106201238146189,1.14448743767511,1.23596801846083,0.78675857195495,0.39142820256305,-1.52210057703771,0.148422937710274,1.42310579844324,13.0033947829012
15.3933102427857,0.0104095842769195,1.23542650707767,1.20924071962582,0.855040203463387,0.381847983702737,-1.54794312159753,0.154538894054022,1.37303920619778,13.3860380572634
15.3995783078385,0.0112038087177405,1.12083525675029,1.07468714030957,0.7400580817247,0.277416599758463,-1.64740850321275,0.172136696492765,1.99011529651952,10.9442536925284
15.081467336424,0.0104682801952401,1.54997556574673,1.49603850288108,1.17131724250847,0.706505525754096,-1.22827692157533,0.15331692742138,0.989293256784996,11.9533576221588
15.2406343864994,0.00947510956896321,1.42190274553255,1.42451372154472,0.954085785427939,0.580355857571922,-1.41225182860684,0.139000233911698,1.40929269548502,13.2922472860311
14.7198271832741,0.00985263396420242,1.92837071608625,1.87594485632243,1.50990945206876,1.12201150180643,-0.804353934255628,0.140359598273881,2.39470712986952,12.7346706146024
14.6229162657919,0.0113567097946944,1.96588175441049,1.95335079667782,1.47025285173153,1.12674419604702,-0.896546572180627,0.139654680001034,2.47870654784854,9.87912093606817
16.2595784410875,0.0110233467419142,0.230539657877066,0.266346896404729,-0.148007258997192,-0.574871774557035,-2.50276179732485,0.131861575281838,1.37605173253032,11.214280668639
16.2904210969419,0.0110928981203903,0.198070109882404,0.307099154456225,-0.0146210765749352,-0.594708407491358,-2.51398226847058,0.131165027446343,1.40351513521909,6.03583959074978
16.8174824206595,0.00953743923747545,-0.0128869079849097,-0.172416501413641,-0.636749607882222,-0.890389607232085,-2.93134460933829,0.164451554682759,1.40959401678944,9.65011210335059
16.4005039641468,0.0101537188116381,0.331014439709133,0.253057620893308,-0.282380795579155,-0.507603442912146,-2.55413090193927,0.137496776084215,3.26368273973403,8.17051333757318
16.7064893135038,0.0105263736636201,-0.113454081396984,-0.0918747031484208,-0.498632665430186,-1.04124774578429,-2.79053225283316,0.158366448583731,1.11657467012095,9.28278688595185
16.6550201816813,0.0106346381752726,-0.083332093144427,0.00963937014580521,-0.599464807944954,-0.893617965038984,-2.77495013926052,0.161077077511741,1.17894449894009,9.84324665387971
16.6449117411458,0.010629449607286,-0.00430229773225417,0.103603729759193,-0.520788860316762,-0.769283933496994,-2.76764054783235,0.160392650674134,1.491512032604,6.71369549491675
15.796700605713,0.00938307130088161,0.864018790875437,0.970237738486423,0.340586144365556,0.105203273059263,-1.90244069339516,0.151406174899936,1.26648294858071,11.0058649728101
15.7805395831255,0.0101597832366304,0.80592115584395,0.918813490051039,0.275232749040931,0.0448778451196512,-1.89885064720924,0.158637153558883,1.31577324027455,10.7066061532266
15.7285922377017,0.00976120605007692,0.86898268927145,0.979931534913386,0.343629061210328,0.108871410222693,-1.83119656228979,0.153303074549,0.994567795538243,10.5954920674967
15.696990967476,0.00961456716246916,0.930416782089679,1.0436073599925,0.394744988209159,0.170261483587976,-1.76050791921569,0.164311582808784,1.1581923434623,10.2893165115868
15.7570672219857,0.00878399364574859,0.996902658507776,0.880680956522388,0.603706537825528,0.0921671188574467,-1.85034502387142,0.162521011939342,1.13878322642071,11.3395142580456
15.8286304298982,0.0100432491623728,0.801334993688558,0.868936822413933,0.292309823591297,-0.0175969005351433,-1.89145498921593,0.163015747458345,1.2628073971833,11.9956698449269
15.6198888985516,0.0102428330482426,0.984309237460655,0.888986213258655,0.602132759684018,0.206271522929102,-1.79343354803388,0.199998637925577,0.996925444081405,10.7237134143194
15.6095655322705,0.011814987670372,0.881423165198694,0.934949949822413,0.511243832142292,0.0997527106808445,-1.80634762938132,0.199317224839677,1.46768736018573,8.68520726412261
15.7693316227976,0.00963824055590025,0.777527878797341,0.843500783267901,0.410517384494976,0.0175138155509708,-1.88655897008645,0.205494730990217,1.58389556200988,9.42701595888236
15.9026594438539,0.00895370991641245,0.903590984228058,0.765425097405495,0.463685375606096,0.074634673770974,-1.95727055313167,0.198164919347945,1.62438016849892,8.51877839727043
15.5749750773097,0.0100438398813602,1.16545246809036,1.08544523935174,0.497132584217139,0.246712050922889,-1.69014937311593,0.156414034280717,0.933086397908786,10.2754448729407
16.5577864367481,0.00971294102586044,0.145970432333073,0.152065536798902,-0.457860939669247,-0.676947409560548,-2.6656465907094,0.16190664380319,1.87458658089439,10.4025183559919
15.1105107035721,0.0100160216231385,1.62025532568158,1.5467459747363,0.975244481045658,0.731329564785288,-1.24869195490916,0.156900179405207,0.99134654146548,10.0745509752485
14.9840606298304,0.0102000032166447,1.65584866604848,1.72400414196853,1.07510959270278,0.929859442695175,-1.19371710975558,0.143899390511339,1.04263783394535,6.49327195170405
15.0143839756786,0.0100087898799833,1.60399122142039,1.63266085238095,1.18133697884234,0.696852451114483,-1.20166406804497,0.146690793057401,1.49853663274007,12.0415804603499
14.9551651906368,0.0104145831881147,1.69480319386082,1.61645758640569,1.2174364277145,0.833024572567328,-1.20405293235524,0.149455040451486,1.60640015650987,12.8096995658509
15.4515850460182,0.00929204205482517,1.21187675921469,1.23613687412048,0.768843165266547,0.420167559672171,-1.48227384059056,0.170154206047506,1.26425453854189,12.817770430234
15.4827001106036,0.0101396504674264,1.11909377843842,1.05703588616378,0.648370240498821,0.251481897976931,-1.55768064083445,0.159129642611869,1.3571589170115,11.9553433910727
15.559544478947,0.00937905467110877,1.17726072403226,1.12059087714168,0.745610457217886,0.375896898986238,-1.675238504648,0.161384300648962,2.05842302928781,11.5065504230646
16.2263568955114,0.010471048935879,0.263400487189288,0.263915948659013,-0.222422687457411,-0.529672033655213,-2.41481128898061,0.166430287584928,0.848200848096874,6.12229811778863
16.3705623032614,0.00984806806283773,0.317465073222086,0.343127313306566,-0.167815769788854,-0.428344480057616,-2.3540638375207,0.170096106110123,0.836778572084907,7.64064231208166
15.6914350205426,0.00985982168767354,0.958582477307191,0.939255390724491,0.600521404184611,0.100117096116198,-1.8972615893149,0.184401528153453,1.89486468878107,10.9480575315021
15.3037290992082,0.0101031381759711,1.18836348627473,1.37200496002574,0.955071312224898,0.509750427436667,-1.4581545596901,0.144219764552133,1.01160467615287,9.88282146262751
15.3333622505924,0.00973194117532278,1.40766593708892,1.28548727124731,0.878424716985125,0.464246655800057,-1.48502350902457,0.147350365110509,1.02431036458612,12.9123062041048
15.4453425905658,0.0105187176614332,1.08805723526951,1.09706869029622,0.739404124188178,0.356057951307242,-1.58180620629443,0.142340440680174,1.55606654607852,13.1906383728241
15.7183831618131,0.00966883270286548,0.867831060731238,0.888820902750384,0.496446893791222,0.135151694944734,-1.81792619503294,0.158922877355481,1.59386816318178,13.4933533352491
15.722852167624,0.00914164290081612,0.922997201138334,0.913546374473188,0.467834082000555,0.106019626308119,-1.74758558884916,0.156210219188899,1.60244576072575,11.969777473538
15.7196026130754,0.0102020195269077,0.908209650906378,0.809156521290156,0.451873233692962,-0.0105147229154407,-1.85857034514047,0.160932481533305,1.25712183561947,12.737204386843
17.0997194561396,0.0101632890475449,-0.432239451377262,-0.521700920382946,-0.90535694664597,-1.20233213243974,-3.24268114671498,0.145358025822408,1.69831198659645,11.674849793818
16.7052650563108,0.0100803054615588,-0.100114800125845,-0.0956875683764603,-0.533474755312158,-0.961970675349277,-2.85391911151166,0.128701883992286,1.72506168641376,12.790843400145
16.8195705175515,0.00897636534605847,-0.0914411519155823,-0.0803820680461959,-0.52147545766025,-0.950241661766479,-2.83308759999058,0.134569729357172,2.00573896238902,11.080955955205
15.8214750960137,0.0104977355235921,0.885726586510746,0.733023977837265,0.390897392493567,-0.0173883059948606,-1.91712916869933,0.182990794593462,1.00939908706854,10.7711597023721
15.5452943845544,0.00934229690234273,1.0458783318139,1.08802066698006,0.754786977757528,0.25732335196113,-1.72182921236468,0.191568917233102,1.14651292094439,10.0066785570243
15.5169700592076,0.00979845845238897,1.07710697348448,1.03732577740445,0.811402306813186,0.323503008826604,-1.50670985125056,0.192499581203804,1.21910368629752,8.37518188747854
15.5023321992691,0.00998665477811416,1.24167670395727,1.20479766606194,0.567563693241626,0.358881925948629,-1.75382748576071,0.198941403703385,1.47271663819519,7.08870121369943
15.503893926666,0.0101198306398311,1.16910672775353,1.16711199095018,0.556241174995728,0.409734395957177,-1.70786501863118,0.198465360581547,1.50994036628016,8.33206089373275
15.4827415910781,0.0106426910520801,1.00605232750595,1.00725793810341,0.678371901970995,0.292012199995293,-1.59602384183193,0.19688286066758,1.41429053064671,9.62955413516511
15.6185803295319,0.00916515069961999,1.11724775193881,1.10958734503226,0.567377396576142,0.244816826610637,-1.79449730224012,0.172115620639469,1.58842911329971,11.0131723839141
15.5244318357277,0.0109152941888723,1.06849865518003,0.975951867929995,0.621082142898271,0.14118180806985,-1.65290252063392,0.172130273973933,1.203538266367,11.2942800199867
15.6790968806115,0.00909703274441958,0.967234893885749,1.02219282240133,0.548847165858389,0.259360675009677,-1.86980088195252,0.16489525980579,1.932784178838,10.5716006178082
15.2918194402104,0.00914789901337323,1.35629844211752,1.41200945559743,0.93784877126189,0.633755849345889,-1.49805852865423,0.130780368919901,1.69723057700877,9.42403707250276
14.3863443179045,0.00933976225683473,2.30090496253876,2.26161539012996,1.83506830070285,1.47553372463441,-0.548925665503445,0.121783390766509,3.38849355914011,10.1212666605028
14.3886208649795,0.00924227031253898,2.25058927050695,2.23936512312517,1.81524831607913,1.61923910965443,-0.470772978388841,0.120358600869784,3.41541678710249,4.73774015918444
14.3571773879169,0.0101042145686274,2.29115243069121,2.28338013419178,1.87427693134759,1.43499920546757,-0.524271597079408,0.122370205813751,3.65213955878002,10.7171886601452
14.3304626557912,0.0102647501093434,2.30200158854137,2.28480423283844,1.87468637955939,1.42305297102395,-0.511489757642169,0.125076082122966,3.34610311361209,11.1005386680475
14.3585739557546,0.00986770083633501,2.24226809250355,2.26004487353039,1.79476758784418,1.46504441382417,-0.40884502603102,0.117906568984723,3.93346536763774,7.86013797915671
14.026586046947,0.00991799110653504,2.56035888522366,2.58427483289922,2.11809975428537,1.79131102569641,-0.0799809354088276,0.138086111147912,8.15467775754259,6.83784599785489
13.7857502376532,0.00988908894555597,2.9050948283774,2.86008051963046,2.40098247809291,2.0015427606645,0.101606545562295,0.143839107156716,3.63213416948368,10.8998042376417
17.3710548487336,0.00987671992265027,-0.703956539193532,-0.773156099450562,-1.21401147034489,-1.60953823286555,-3.45239620862316,0.146357780185033,2.94496251077869,10.8090176445744
17.6096996211156,0.0102696361314758,-1.03060975755837,-1.07795430524378,-1.40899182904456,-1.80125342114411,-3.78098295449631,0.146144859737108,2.78063783968917,11.3074071120418
17.4923099299676,0.00975497569222943,-0.956624748498223,-0.89809783973462,-1.38313214480087,-1.63202416785562,-3.59051227772143,0.152918861134973,1.93881351241423,8.29367982478139
16.6092177710078,0.0101821016838637,0.0786161019361679,-0.0515152214694304,-0.42250463369077,-0.826845414382573,-2.88694341692641,0.150016843295328,1.24117545026298,10.7178262054814
16.2375502571081,0.0102310742017153,0.449871822103204,0.390833896997672,-0.105079694939873,-0.395607220386359,-2.40513386474036,0.15457660379686,1.25836848243155,13.2957566156619
16.2361253285753,0.0100636882622807,0.329695673905468,0.39947189196447,-0.032605254600586,-0.309060117631862,-2.36449834963905,0.149867919435278,1.06584009476082,12.0315705974242
16.0947198121707,0.0101437461505255,0.438512245453606,0.531923380719692,0.016903689428465,-0.28812681345208,-2.28463717715831,0.154904363752503,1.76213510043474,12.0645667074142
16.2120310620787,0.00923851876238293,0.574285881995383,0.412551058804095,0.108427840409995,-0.340640430989569,-2.27668448736427,0.155195669153236,1.47436901148781,11.6918030076826
16.1817451675232,0.00952035148282815,0.459280621093153,0.55617661550254,-0.0167644624388706,-0.299364286909478,-2.29654021567932,0.150115809095577,1.39893928890207,12.5305735926702
16.1005944546888,0.0105698689533631,0.607093154636065,0.427241726435951,0.0944171301260302,-0.350750241202388,-2.39380422951821,0.149351290657796,1.3639161927614,10.0867578634456
16.1282890451089,0.0103093774971972,0.583407725103425,0.443547167376522,0.025266578469452,-0.367781355533577,-2.2952830281126,0.15013708736096,1.37649076371448,13.0502055666186
16.2956515730217,0.00951741861218273,0.287930611657241,0.38487167626527,-0.117857766128208,-0.445614679454871,-2.30829193045814,0.167382701022952,1.03453442909537,11.2492142464453
16.0625003010497,0.0102991403379689,0.53507920868804,0.550352112913806,-0.0223588082806323,-0.29612533727008,-2.16259023817355,0.164890290032356,1.22544875298078,11.2327303978748
15.7764660165847,0.00851921406266557,0.931180508493196,0.892315434795114,0.577968635816541,0.0721185427556724,-1.73936044341829,0.158239672067392,0.893750942778121,10.2528616531386
13.4410966059607,0.008462241625928,3.38443004775182,3.31831063490316,2.79321908096426,2.49178460196753,0.488404534659853,0.151870819738244,3.91666927451219,6.64533850418086
13.4096704248051,0.00899895536772477,3.23021417573881,3.23212700572982,2.934040132125,2.49392869460924,0.513099218024568,0.151088810601959,3.5673815731853,8.39220888843782
14.1177708301253,0.00867902496384258,2.53346718834021,2.54896695199177,2.27474237073071,1.7976174245373,-0.0917530568084169,0.174542070062752,3.15164296613202,6.62783871141022
14.0315186028288,0.0114550173673956,2.58886932133042,2.51567173612493,2.0540331940844,1.7475455721309,-0.336836316493265,0.161180897188334,3.78953326570266,7.24024682903905
14.0222771217875,0.0115645807262344,2.49260720042264,2.50511510012197,2.07676164998822,1.71337470382604,-0.153141081486184,0.161102284561401,3.7731371038309,6.79440939372412
