"ID_LogUnit","PlotYr","t0","AreaLogUnit","AreaLogged","VolTot","LogInt","AGB0","MAP","RainSeas","BulkDens"
"SAB005","SAB005_1995",1995,469.57,218.7,1035.382,4.73425697302241,293.576181866667,2513.33333333333,39.5,1.21
"SAB005","SAB005_1996",1996,469.57,31.3,148.195,4.73466453674121,293.576181866667,2513.33333333333,39.5,1.21
"SAB006","SAB006_1985",1985,373.95,187,1870,10,302.734656533333,2485,38.3333333333333,1.21
"SAB007","SAB007_1989",1989,312.96,156.5,1565,10,293.955780925,2497.75,38.75,1.21
"SAB008","SAB008_1984",1984,148.64,74.5,745,10,299.3240833,2504,38.5,1.21
"SAB009","SAB009_1988",1988,351.71,176,1760,10,295.6768992,2507.5,39,1.21
"SAB010","SAB010_1999",1999,307.65,42.04,151.56,3.60513796384396,301.2972655,2514.5,39,1.21
"SAB010","SAB010_2000",2000,307.65,148.96,536.99,3.60492749731472,301.2972655,2514.5,39,1.21
"SAB011","SAB011_1992",1992,355.25,177.5,1775,10,292.06869498,2528,39,1.21
"SAB012","SAB012_1995",1995,459.04,133.59,4405.85,32.9803877535744,311.9862269,2529.75,39.75,1.21
"SAB012","SAB012_1996",1996,459.04,66.4,2189.954,32.981234939759,311.9862269,2529.75,39.75,1.21
"SAB012","SAB012_1997",1997,459.04,14.01,462.068,32.9812990720914,311.9862269,2529.75,39.75,1.21
"SAB013","SAB013_1986",1986,179.68,90,900,10,290.10644885,2505,38,1.21
"SAB014","SAB014_1987",1987,354.96,177.5,1775,10,308.32840382,2510.75,38,1.21
"SAB015","SAB015_1991",1991,192.96,96.5,965,10,286.35096315,2514,38,1.21
"SAB016","SAB016_1990",1990,292.42,146,1460,10,301.51192875,2512.75,38.75,1.21
"SAB017","SAB017_1989",1989,388.94,194.5,1945,10,297.15766772,2527,39,1.21
"SAB018","SAB018_1992",1992,315.58,158,1580,10,301.577410566667,2535,39,1.21
"SAB019","SAB019_1998",1998,533.69,21.78,244.78,11.2387511478421,315.306794485714,2540.25,39.5,1.21
"SAB019","SAB019_1999",1999,533.69,29.81,334.99,11.2375041932238,315.306794485714,2540.25,39.5,1.21
"SAB019","SAB019_2000",2000,533.69,46.15,518.62,11.2377031419285,315.306794485714,2540.25,39.5,1.21
"SAB019","SAB019_2001",2001,533.69,17.66,198.51,11.2406568516421,315.306794485714,2540.25,39.5,1.21
"SAB019","SAB019_2002",2002,533.69,36.98,415.62,11.2390481341266,315.306794485714,2540.25,39.5,1.21
"SAB019","SAB019_2006",2006,533.69,19.59,220.14,11.2373660030628,315.306794485714,2540.25,39.5,1.21
"SAB019","SAB019_2007",2007,533.69,43.03,483.65,11.239832674878,315.306794485714,2540.25,39.5,1.21
"SAB020","SAB020_2011",2011,347.94,265.56,1852.78,6.9768790480494,286.561814233333,2524.4,38,1.21
"SAB020","SAB020_2012",2012,347.94,18.92,131.97,6.97515856236786,286.561814233333,2524.4,38,1.21
"SAB020","SAB020_2013",2013,347.94,9.52,66.43,6.97794117647059,286.561814233333,2524.4,38,1.21
"SAB021","SAB021_1992",1992,365.13,182.5,1825,10,295.2524643,2523,38.25,1.21
"SAB023","SAB023_2002",2002,389.48,182,521.19,2.86368131868132,288.43639434,2534.4,38.2,1.21
"SAB024","SAB024_2007",2007,355.84,105.63,712.39,6.74420145791915,296.998990333333,2538.8,38.8,1.21
"SAB024","SAB024_2008",2008,355.84,22.78,153.62,6.74363476733977,296.998990333333,2538.8,38.8,1.21
"SAB024","SAB024_2009",2009,355.84,46.59,314.25,6.74500965872505,296.998990333333,2538.8,38.8,1.21
"SAB027","SAB027_2004",2004,226.31,44.33,604.42,13.6345589893977,325.355570333333,2554.5,39,1.21
"SAB027","SAB027_2006",2006,226.31,25.73,350.81,13.6342790516906,325.355570333333,2554.5,39,1.21
"SAB027","SAB027_2007",2007,226.31,41.94,571.83,13.634477825465,325.355570333333,2554.5,39,1.21
"SMO147","SMO147_2017",2017,371.84,198,3692.95,18.6512626262626,359.695733325,3431.33333333333,51.3333333333333,1.21
"SMO148","SMO148_2017",2017,393.67,214,4820.71,22.5266822429907,346.5060811,3416,51.8333333333333,1.21
"STA001","STA001_1978",1978,315.17,157.5,945,6,287.314035433333,2396.6,40.2,1.4
"STA002","STA002_1978",1978,234.55,117.5,705,6,270.865226433333,2372.66666666667,40.6666666666667,1.4
"STA003","STA003_1978",1978,266.01,133,798,6,271.646444666667,2362.75,41,1.4
"STA004","STA004_1978",1978,224.17,112,672,6,272.78971815,2392.5,40.5,1.4
"STA005","STA005_1978",1978,464.08,232,1392,6,310.193968,2393.8,40.2,1.4
"STA006","STA006_1978",1978,406.47,203,1218,6,286.6910032,2363.6,41.2,1.4
"STA007","STA007_1978",1978,249.48,124.5,747,6,266.4573545,2337.66666666667,42,1.4
"STA009","STA009_1979",1979,447.59,224,1344,6,300.95531882,2358.33333333333,41.5,1.4
"STA010","STA010_1979",1979,258.44,129,774,6,310.386043566667,2373,41,1.4
"STA011","STA011_1987",1987,268.79,134.5,807,6,327.6603914,2395.25,40.5,1.4
"STA012","STA012_1987",1987,146.08,73,438,6,331.0129593,2395,40.5,1.4
"STA013","STA013_1987",1987,229.8,115,690,6,332.901022533333,2378.75,41,1.4
"STA014","STA014_1979",1979,388.93,194.5,1167,6,314.224177466667,2350,42,1.4
"STA015","STA015_1980",1980,334.96,167.5,1005,6,272.889992433333,2328.4,42.6,1.4
"STA016","STA016_1980",1980,367.93,184,1104,6,267.8466197,2302,43,1.4
"STA018","STA018_1981",1981,221.81,111,666,6,285.327778033333,2284,43.5,1.4
"STA019","STA019_1981",1981,300.67,150.5,903,6,291.314061866667,2289,43.6666666666667,1.4
"STA020","STA020_1981",1981,401.57,201,1206,6,303.401365675,2316.83333333333,42.8333333333333,1.4
"STA021","STA021_1982",1982,265.8,133,798,6,290.34161935,2298,43.6666666666667,1.4
"STA022","STA022_1982",1982,222.24,111,666,6,275.0832429,2329,43,1.4
"STA023","STA023_1982",1982,256.69,128.5,771,6,309.8095225,2347.66666666667,42,1.4
"STA025","STA025_1987",1987,222.91,111.5,669,6,335.6381043,2375,41,1.4
"STA026","STA026_1987",1987,399.58,200,1200,6,336.16073515,2371.8,41.4,1.4
"TAM001","TAM001_2015",2015,539.21,271.32,2329.49,8.58576588530149,307.452882,2533.5,45.6666666666667,1.21
"TAM001","TAM001_2017",2017,539.21,23.68,203.35,8.58741554054054,307.452882,2533.5,45.6666666666667,1.21
"TAM002","TAM002_2014",2014,459.86,40.74,420.51,10.3217967599411,299.621570175,2530.2,46.4,1.37
"TAM002","TAM002_2015",2015,459.86,211.59,2184.03,10.3219906422799,299.621570175,2530.2,46.4,1.37
"TAM002","TAM002_2016",2016,459.86,69.67,719.19,10.3228075211712,299.621570175,2530.2,46.4,1.37
"TAM003","TAM003_2017",2017,506.67,28.92,491.98,17.0117565698479,307.60170375,2549.16666666667,46.5,1.37
"TAM003","TAM003_2018",2018,506.67,192.68,3278.13,17.0133381772888,307.60170375,2549.16666666667,46.5,1.37
"TAM004","TAM004_2015",2015,345.3,8.21,142.59,17.36784409257,317.256013433333,2550,47.25,1.37
"TAM004","TAM004_2017",2017,345.3,213.76,3710.7,17.3591878742515,317.256013433333,2550,47.25,1.37
"TAM004","TAM004_2018",2018,345.3,51.03,885.75,17.3574368018812,317.256013433333,2550,47.25,1.37
"TAM005","TAM005_2018",2018,435.44,162,3928.98,24.252962962963,313.58066046,2557,47.5,1.37
"TAM007","TAM007_2015",2015,457.63,5.09,115.58,22.7072691552063,330.4861747,2572.8,46.6,1.37
"TAM007","TAM007_2016",2016,457.63,222.27,5042.44,22.6861024879651,330.4861747,2572.8,46.6,1.37
"TAM007","TAM007_2017",2017,457.63,75.24,1706.86,22.6855396065922,330.4861747,2572.8,46.6,1.37
"TAM007","TAM007_2018",2018,457.63,1.4,31.65,22.6071428571429,330.4861747,2572.8,46.6,1.37
"TAM008","TAM008_2014",2014,330.15,109.02,3795.16,34.8115942028985,319.48558335,2581.33333333333,45.6666666666667,1.21
"TAM008","TAM008_2015",2015,330.15,109.58,3814.85,34.8133783537142,319.48558335,2581.33333333333,45.6666666666667,1.21
"TAM008","TAM008_2016",2016,330.15,63.21,2200.4,34.8109476348679,319.48558335,2581.33333333333,45.6666666666667,1.21
"TAM008","TAM008_2017",2017,330.15,17.19,598.51,34.8173356602676,319.48558335,2581.33333333333,45.6666666666667,1.21
"TAM009","TAM009_2014",2014,459.81,80.21,3045.85,37.9734447076424,325.456499716667,2572,45.5,1.21
"TAM009","TAM009_2015",2015,459.81,176.39,6698.64,37.9763025114802,325.456499716667,2572,45.5,1.21
"TAM009","TAM009_2016",2016,459.81,58.87,2235.69,37.9767283845762,325.456499716667,2572,45.5,1.21
"TAM009","TAM009_2017",2017,459.81,20.53,779.58,37.9727228446176,325.456499716667,2572,45.5,1.21
"TAM010","TAM010_2013",2013,384.45,139.16,3097.49,22.2584794481173,309.03366625,2550.2,45.8,1.21
"TAM010","TAM010_2014",2014,384.45,210.84,4692.78,22.2575412635174,309.03366625,2550.2,45.8,1.21
"TAM011","TAM011_2013",2013,496.4,209.02,4349.08,20.8070041144388,316.40428092,2554.16666666667,45.1666666666667,1.21
"TAM011","TAM011_2014",2014,496.4,40.98,852.67,20.8069790141532,316.40428092,2554.16666666667,45.1666666666667,1.21
"TAM012","TAM012_2012",2012,275.57,59.87,1776.53,29.6731251043929,296.8616688,2572,44.5,1.21
"TAM012","TAM012_2013",2013,275.57,109.55,3250.71,29.6732998630762,296.8616688,2572,44.5,1.21
"TAM012","TAM012_2014",2014,275.57,3.58,106.3,29.6927374301676,296.8616688,2572,44.5,1.21
"TAM013","TAM013_2008",2008,446.63,158.95,6582.34,41.4113872286883,319.8570273,2580.4,44.4,1.21
"TAM013","TAM013_2009",2009,446.63,41.05,1700.16,41.4168087697929,319.8570273,2580.4,44.4,1.21
"TAM014","TAM014_2011",2011,325.21,113.23,4068.06,35.9274043981277,332.056633,2588.66666666667,45,1.21
"TAM014","TAM014_2012",2012,325.21,167.22,6007.86,35.9278794402583,332.056633,2588.66666666667,45,1.21
"TAM014","TAM014_2013",2013,325.21,2.54,91.37,35.9724409448819,332.056633,2588.66666666667,45,1.21
"TAM015","TAM015_2009",2009,404.89,78.43,3517.48,44.8486548514599,329.104454475,2597.5,44.75,1.21
"TAM015","TAM015_2010",2010,404.89,64.65,2899.42,44.8479505027069,329.104454475,2597.5,44.75,1.21
"TAM015","TAM015_2011",2011,404.89,57.17,2564.1,44.8504460381319,329.104454475,2597.5,44.75,1.21
"TAM015","TAM015_2012",2012,404.89,42.76,1917.72,44.8484565014032,329.104454475,2597.5,44.75,1.21
"TAM016","TAM016_2006",2006,327.72,43.04,1284.37,29.8413104089219,296.872253775,2599.75,44,1.21
"TAM016","TAM016_2007",2007,327.72,155.68,4645.51,29.8401207605344,296.872253775,2599.75,44,1.21
"TAM016","TAM016_2008",2008,327.72,11.42,340.7,29.8336252189142,296.872253775,2599.75,44,1.21
"TAM016","TAM016_2009",2009,327.72,32.93,982.67,29.8411782569086,296.872253775,2599.75,44,1.21
"TAM017","TAM017_2013",2013,554.99,484,499.94,1.03293388429752,318.94878305,2603.4,43.2,1.21
"TAM018","TAM018_2012",2012,436.28,217.76,744.93,3.42087619397502,318.171805075,2614,43.2,1.21
"TAM018","TAM018_2013",2013,436.28,140.24,479.73,3.42077866514546,318.171805075,2614,43.2,1.21
"TAM019","TAM019_2011",2011,410.93,258.6,3569.8,13.8043310131477,314.00371002,2623,43.25,1.21
"TAM020","TAM020_2008",2008,397.25,124.97,3601.63,28.8199567896295,338.60342235,2619.4,44,1.21
"TAM020","TAM020_2009",2009,397.25,167.03,4814.09,28.8217086750883,338.60342235,2619.4,44,1.21
"TAM021","TAM021_2011",2011,293.71,160,570.01,3.5625625,324.46003565,2632.66666666667,43,1.21
"TAM021","TAM021_2012",2012,293.71,33.8,120.42,3.56272189349112,324.46003565,2632.66666666667,43,1.21
"TAM022","TAM022_2008",2008,308.5,211,3360.55,15.9267772511848,325.7886915,2636.75,43.75,1.21
"TAM023","TAM023_2005",2005,447.83,230,4320.79,18.7860434782609,312.93624102,2648,43.8,1.21
"TAM024","TAM024_2010",2010,533.46,269.62,1757.53,6.51854461835175,313.535791,2657.125,44,1.21
"TAM024","TAM024_2011",2011,533.46,51.38,334.94,6.51887894122227,313.535791,2657.125,44,1.21
"TAM025","TAM025_2004",2004,358.01,116.5,2537.34,21.7797424892704,320.313597566667,2652.66666666667,44,1.21
"TAM025","TAM025_2005",2005,358.01,43.5,947.28,21.7765517241379,320.313597566667,2652.66666666667,44,1.21
"TAM026","TAM026_2004",2004,342.31,52.81,922.75,17.4730164741526,366.084787133333,2645.33333333333,44.6666666666667,1.21
"TAM026","TAM026_2005",2005,342.31,36.24,633.28,17.4746136865342,366.084787133333,2645.33333333333,44.6666666666667,1.21
"TAM026","TAM026_2006",2006,342.31,32.04,559.83,17.4728464419476,366.084787133333,2645.33333333333,44.6666666666667,1.21
"TAM026","TAM026_2007",2007,342.31,35.23,615.64,17.4748793641783,366.084787133333,2645.33333333333,44.6666666666667,1.21
"TAM026","TAM026_2010",2010,342.31,63.69,1112.91,17.4738577484692,366.084787133333,2645.33333333333,44.6666666666667,1.21
"TAM027","TAM027_2004",2004,355.24,270,3147.09,11.6558888888889,314.157756,2643,44,1.21
"TAM028","TAM028_2003",2003,280.13,128.12,2959.47,23.0992038713706,352.567547,2631,44,1.21
"TAM028","TAM028_2004",2004,280.13,15.88,366.9,23.1045340050378,352.567547,2631,44,1.21
"TAM029","TAM029_2003",2003,339.61,148.45,2871.54,19.3434826540923,349.484793075,2634.5,44.5,1.21
"TAM029","TAM029_2004",2004,339.61,8.55,165.39,19.3438596491228,349.484793075,2634.5,44.5,1.21
"TAM030","TAM030_2001",2001,322.43,122.5,1536.99,12.5468571428571,318.34502,2632.75,45,1.21
"TAM030","TAM030_2003",2003,322.43,34.5,432.87,12.5469565217391,318.34502,2632.75,45,1.21
"TAM031","TAM031_2001",2001,444.85,39.69,995.36,25.0783572688335,325.482412333333,2633.42857142857,45.4285714285714,1.21
"TAM031","TAM031_2002",2002,444.85,142.46,3572.22,25.0752491927559,325.482412333333,2633.42857142857,45.4285714285714,1.21
"TAM031","TAM031_2003",2003,444.85,47.85,1199.79,25.0739811912226,325.482412333333,2633.42857142857,45.4285714285714,1.21
"TAM032","TAM032_2002",2002,358.86,94.65,1361.14,14.3807712625462,347.119150666667,2628.66666666667,46,1.21
"TAM032","TAM032_2003",2003,358.86,86.35,1241.91,14.3822814128547,347.119150666667,2628.66666666667,46,1.21
"TAM033","TAM033_2003",2003,234.3,106,107.69,1.01594339622642,328.359213,2620.33333333333,46,1.37
"TAM034","TAM034_2004",2004,381.98,119.54,1178.57,9.85921030617367,312.336929,2608.83333333333,45.6666666666667,1.21
"TAM034","TAM034_2010",2010,381.98,80.46,793.31,9.85968182948049,312.336929,2608.83333333333,45.6666666666667,1.21
"TAM035","TAM035_2003",2003,370.42,194,3623.95,18.6801546391753,324.759158466667,2622.5,45,1.21
"TAM036","TAM036_2004",2004,276.71,205,3010.77,14.6866829268293,347.58690235,2616,44.6666666666667,1.21
"TAM037","TAM037_2006",2006,342.33,248.13,9593.98,38.6651352113811,321.2038869,2611.6,44.2,1.21
"TAM037","TAM037_2007",2007,342.33,11.51,445.15,38.6750651607298,321.2038869,2611.6,44.2,1.21
"TAM037","TAM037_2008",2008,342.33,13.36,516.66,38.6721556886228,321.2038869,2611.6,44.2,1.21
"TIB001","TIB001_1990",1990,435.15,217.5,2175,10,333.51470594,3776.2,44,1.29
"TIB002","TIB002_1983",1983,387.84,194,1940,10,330.96126275,3773.25,44,1.29
"TIB003","TIB003_1995",1995,279.78,11.01,179.628,16.3149863760218,336.282599925,3776.25,44,1.29
"TIB003","TIB003_1996",1996,279.78,118.99,1941.491,16.3164215480292,336.282599925,3776.25,44,1.29
"TIB004","TIB004_1996",1996,403.29,59.02,817.6585,13.8539223991867,341.586192466667,3774.6,44,1.29
"TIB004","TIB004_1997",1997,403.29,60.67,840.48,13.8533047634745,341.586192466667,3774.6,44,1.29
"TIB004","TIB004_1998",1998,403.29,65.31,904.69,13.8522431480631,341.586192466667,3774.6,44,1.29
"TIB006","TIB006_1997",1997,198.06,102,2132.91,20.9108823529412,330.516715766667,3779,44,1.29
"TIB007","TIB007_1997",1997,450.77,270,3005.31,11.1307777777778,343.448639675,3778.8,44,1.29
"TIB008","TIB008_1998",1998,267.54,158,2752.46,17.4206329113924,337.79440085,3775.25,44,1.29
"TIB010","TIB010_1997",1997,308.52,179,898.88,5.02167597765363,340.740989366667,3770.25,44,1.29
"TIB011","TIB011_1998",1998,148.96,125,1032.3,8.2584,319.58971535,3749,45,1.29
"TIB013","TIB013_2000",2000,314.14,194,1050.053,5.41264432989691,337.780834425,3737,44,1.29
"TIB014","TIB014_2000",2000,347.22,172.42,3737.71,21.6779375942466,345.130497175,3736,44.3333333333333,1.29
"TIB014","TIB014_2001",2001,347.22,28.58,619.61,21.6798460461861,345.130497175,3736,44.3333333333333,1.29
"TIB015","TIB015_2001",2001,170.45,17.75,277.3,15.6225352112676,339.061062,3742,44,1.43
"TIB015","TIB015_2002",2002,170.45,85.25,1331.71,15.6212316715543,339.061062,3742,44,1.43
"TIB016","TIB016_2001",2001,245.56,92.35,859.42,9.3061180292366,314.5499035,3731,44,1.43
"TIB016","TIB016_2002",2002,245.56,36.65,341.05,9.3055934515689,314.5499035,3731,44,1.43
"TIB017","TIB017_2002",2002,185.17,105,3086.08,29.3912380952381,344.1802228,3744,44,1.43
"TIB018","TIB018_2003",2003,248.86,120.08,2721.13,22.6609760159893,346.90907,3738.33333333333,44,1.43
"TIB018","TIB018_2004",2004,248.86,4.92,111.54,22.6707317073171,346.90907,3738.33333333333,44,1.43
"TIB019","TIB019_2003",2003,234.22,52.01,2286.14,43.955777735051,331.098239766667,3750.66666666667,44,1.29
"TIB019","TIB019_2004",2004,234.22,15.05,661.47,43.9514950166113,331.098239766667,3750.66666666667,44,1.29
"TIB019","TIB019_2005",2005,234.22,63.94,2810.88,43.9612136377854,331.098239766667,3750.66666666667,44,1.29
"TIB020","TIB020_2003",2003,200.62,48.17,1876.24,38.9503840564667,343.12095265,3744,44,1.43
"TIB020","TIB020_2004",2004,200.62,30,1168.64,38.9546666666667,343.12095265,3744,44,1.43
"TIB020","TIB020_2005",2005,200.62,9.83,383.03,38.9654120040692,343.12095265,3744,44,1.43
"TIB021","TIB021_2003",2003,250.76,21.2,519.17,24.4891509433962,340.186432766667,3751.25,44,1.29
"TIB021","TIB021_2004",2004,250.76,74.03,1812.67,24.4856139402945,340.186432766667,3751.25,44,1.29
"TIB021","TIB021_2005",2005,250.76,24.77,606.47,24.4840532902705,340.186432766667,3751.25,44,1.29
"TIB022","TIB022_2006",2006,336.53,190,1322.77,6.96194736842105,320.416451466667,3751,44,1.29
"TIB023","TIB023_1987",1987,264.05,132,1320,10,329.2680772,3756,44,1.29
"TIB024","TIB024_1987",1987,292.03,146,1460,10,328.100160666667,3764.33333333333,44,1.29
"TIB025","TIB025_1987",1987,302.73,151.5,1515,10,326.1898426,3756.8,44.2,1.29
"TIB029","TIB029_1999",1999,357.56,233.37,4204.84,18.0179114710545,336.3991688,3721.5,45,1.29
"TIB029","TIB029_2000",2000,357.56,11.63,209.47,18.0111779879622,336.3991688,3721.5,45,1.29
"TIB034","TIB034_2004",2004,284.32,85.37,1786.64,20.9281949162469,337.431259,3713.5,45,1.29
"TIB034","TIB034_2005",2005,284.32,135.63,2838.62,20.9291454692915,337.431259,3713.5,45,1.29
"TON002","TON002_1985",1985,220.35,110,1100,10,297.264455433333,3289,49.5,1.29
"TON003","TON003_1985",1985,287.58,144,1440,10,291.491828,3274.33333333333,50,1.29
"TPO001","TPO001_1992",1992,347.34,173.5,1735,10,312.8832128,2737.5,50.25,1.37
"TPO002","TPO002_1994",1994,532.58,266.5,2665,10,312.827613471429,2745.14285714286,50.2857142857143,1.37
"TPO003","TPO003_1994",1994,382.23,191,1910,10,320.514115175,2753,50,1.37
"TPO004","TPO004_1995",1995,229.45,143,592.149,4.1409020979021,328.7014609,2758.5,50,1.37
"TPO005","TPO005_1995",1995,301.2,118.79,537.666,4.52618907315431,325.62609215,2757.2,49.4,1.37
"TPO005","TPO005_1996",1996,301.2,66.21,299.665,4.52597794895031,325.62609215,2757.2,49.4,1.37
"TPO006","TPO006_1993",1993,453.93,227,2270,10,322.831845,2743.5,50.25,1.37
"TPO007","TPO007_1994",1994,426.44,213,2130,10,316.176768433333,2735.5,50,1.37
"TPO008","TPO008_1996",1996,390.43,135,2449.746,18.1462666666667,313.532906433333,2730.5,50,1.37
"TPO009","TPO009_1995",1995,388.33,194.21,2515.092,12.9503733072447,333.17265085,2729.25,50,1.37
"TPO009","TPO009_1997",1997,388.33,41.79,541.167,12.9496769562096,333.17265085,2729.25,50,1.37
"TPO009","TPO009_1998",1998,388.33,4,51.866,12.9665,333.17265085,2729.25,50,1.37
"TPO010","TPO010_1996",1996,391.31,105.48,1802.754,17.0909556313993,320.848373466667,2730.25,49.5,1.37
"TPO010","TPO010_1997",1997,391.31,85.52,1461.646,17.0912768942937,320.848373466667,2730.25,49.5,1.37
"TPO011","TPO011_1999",1999,400.83,95.17,620.07,6.51539350635705,308.275172,2723.16666666667,49.3333333333333,1.37
"TPO011","TPO011_2000",2000,400.83,159.83,1041.31,6.51510980416693,308.275172,2723.16666666667,49.3333333333333,1.37
"TPO012","TPO012_1997",1997,335.5,53.32,424.762,7.96627906976744,299.481116425,2732.66666666667,49,1.37
"TPO012","TPO012_1998",1998,335.5,114.71,913.83,7.96643710225787,299.481116425,2732.66666666667,49,1.37
"TPO012","TPO012_1999",1999,335.5,51.97,414.02,7.96651914566096,299.481116425,2732.66666666667,49,1.37
"TPO013","TPO013_1998",1998,272.73,147.36,2383.598,16.1753393051031,319.7103549,2736,49,1.37
"TPO013","TPO013_1999",1999,272.73,17.64,285.42,16.1802721088435,319.7103549,2736,49,1.37
"TPO014","TPO014_1996",1996,304.19,34.75,518.392,14.9177553956835,315.872692766667,2742,49,1.37
"TPO014","TPO014_1997",1997,304.19,184.25,2748.812,14.9189253731343,315.872692766667,2742,49,1.37
"TPO015","TPO015_1995",1995,274.84,165,2186.317,13.2504060606061,359.22022,2737,49.3333333333333,1.37
"TPO016","TPO016_1994",1994,329.35,164.5,1645,10,336.0680688,2743.8,50,1.37
"TPO017","TPO017_1995",1995,341.21,105.76,559.712,5.29228441754917,324.5610438,2751.33333333333,49.3333333333333,1.37
"TPO017","TPO017_1996",1996,341.21,107.24,567.502,5.29188735546438,324.5610438,2751.33333333333,49.3333333333333,1.37
"TPO019","TPO019_1997",1997,323.43,88.54,672.033,7.59016263835554,310.8580278,2754.5,48.75,1.37
"TPO019","TPO019_1998",1998,323.43,57.5,436.43,7.59008695652174,310.8580278,2754.5,48.75,1.37
"TPO019","TPO019_1999",1999,323.43,21.95,166.63,7.59134396355353,310.8580278,2754.5,48.75,1.37
"TPO020","TPO020_1998",1998,415.5,218.54,2269.111,10.3830465818614,305.867211333333,2749.5,48.75,1.37
"TPO020","TPO020_1999",1999,415.5,31.46,326.63,10.3823903369358,305.867211333333,2749.5,48.75,1.37
"TPO021","TPO021_1998",1998,420.68,244,1204.75,4.9375,305.8495169,2741.83333333333,48.5,1.37
"VIR013","VIR013_2007",2007,472.62,240.68,4638.09,19.2707744723284,331.3183439,3680.8,47,1.29
"VIR013","VIR013_2008",2008,472.62,91.3,1759.38,19.2703176341731,331.3183439,3680.8,47,1.29
"VIR013","VIR013_2009",2009,472.62,23.47,452.27,19.2701320835109,331.3183439,3680.8,47,1.29
"VIR014","VIR014_2016",2016,421.22,268,3120.48,11.6435820895522,315.73068754,3691.4,46.2,1.29
"VIR016","VIR016_2016",2016,337.61,142,1477.36,10.4039436619718,314.19616685,3670.5,46,1.29
"VIR018","VIR018_2016",2016,366.57,210.72,2574.19,12.2161636294609,321.8241131,3673,46.5,1.29
"VIR019","VIR019_2015",2015,194.91,7.72,89.88,11.6424870466321,335.3290823,3674,47,1.29
"VIR019","VIR019_2016",2016,194.91,144.28,1679.72,11.642084835043,335.3290823,3674,47,1.29
"VIR021","VIR021_2008",2008,293.43,202.9,5005.41,24.6693445046821,324.586388675,3664,47,1.29
"VIR021","VIR021_2009",2009,293.43,11.1,273.87,24.672972972973,324.586388675,3664,47,1.29
"YIY001","YIY001_1997",1997,219.66,127,2490.71,19.6118897637795,322.911358333333,2761.33333333333,48.6666666666667,1.37
"YIY002","YIY002_1996",1996,498.27,179,2976.06,16.6260335195531,320.08731612,2763.83333333333,48,1.37
"YIY003","YIY003_1998",1998,386.73,142.06,3301.6,23.2408841334647,299.656099333333,2768.66666666667,48,1.37
"YIY003","YIY003_1999",1999,386.73,47.94,1114.2,23.2415519399249,299.656099333333,2768.66666666667,48,1.37
"YIY004","YIY004_1996",1996,251.82,94.32,856.49,9.08068278201866,327.7424487,2776,48,1.37
"YIY004","YIY004_1997",1997,251.82,73.68,669.1,9.08116178067318,327.7424487,2776,48,1.37
"YIY005","YIY005_1996",1996,118.42,79,1589.42,20.1192405063291,313.8451677,2772,49,1.37
"YIY006","YIY006_1998",1998,291.5,145.21,1313.17,9.04324771021279,300.4571355,2763,49,1.37
"YIY006","YIY006_1999",1999,291.5,79.79,721.63,9.04411580398546,300.4571355,2763,49,1.37
"YIY007","YIY007_1998",1998,276.58,185,1490.51,8.05681081081081,317.671138775,2762.75,49,1.37
"YIY008","YIY008_1999",1999,293.32,205,1075.67,5.24717073170732,310.092846333333,2771,49,1.37
"YIY013","YIY013_1990",1990,388.52,194.5,1945,10,329.5178025,2795.83333333333,48.5,1.37
"YIY014","YIY014_1990",1990,301.64,151,1510,10,315.24485,2805.33333333333,49,1.37
"YIY015","YIY015_1990",1990,252.47,126,1260,10,298.59340965,2807.75,49.25,1.37
"YIY016","YIY016_1990",1990,191.28,95.5,955,10,292.987176533333,2801,49.5,1.37
"YIY017","YIY017_1990",1990,429.07,214.5,2145,10,307.826605675,2793.8,49,1.37
"YIY018","YIY018_1990",1990,250.62,125.5,1255,10,303.3716465,2798,50,1.37
"YIY019","YIY019_1990",1990,297.81,149,1490,10,308.8776713,2793,49.8,1.37
