"ID_Plant","AreaPlant","AGB0","YearLogged","AreaTot","AreaLogged","code_parcOLD"
"CSA002s1",88.8581952117864,317.615356,1993,192.66214,96.5,"CSA002"
"CSA003s1",51.5653775322284,326.1683377,1993,111.51812,56,"CSA003"
"CSA005s1",86.0957642725598,324.20096735,1992,186.61582,93.5,"CSA005"
"CSA006s1",97.1454880294659,322.34820385,1992,211.28883,105.5,"CSA006"
"CSA007s1",74.585635359116,314.1139143,1988,161.8882,81,"CSA007"
"CSA008s1",124.769797421731,320.744653766667,1988,270.72139,135.5,"CSA008"
"CSA009s1",137.661141804788,330.3683759,1990,298.89393,149.5,"CSA009"
"CSA010s1",112.338858195212,330.66905715,1992,243.88534,122,"CSA010"
"CSA012s1",97.1454880294659,306.53214715,1991,210.93122,105.5,"CSA012"
"CSA013s1",136.279926335175,306.8247915,1991,295.87494,148,"CSA013"
"CSA014s1",121.546961325967,314.271820633333,1990,264.34714,132,"CSA014"
"CSA015s1",63.9963167587477,309.941724,1990,139.39029,69.5,"CSA015"
"CSA016s1",84.2541436464088,309.2629128,1987,182.97929,91.5,"CSA016"
"CSA017s1",104.972375690608,306.4642849,1987,228.06953,114,"CSA017"
"CSA018s1",114.180478821363,301.4819288,1991,247.54974,124,"CSA018"
"CSA019s1",145.48802946593,303.5851665,1991,315.7488,158,"CSA019"
"CSA020s1",136.279926335175,307.8279233,1991,296.02059,148,"CSA020"
"CSA021s1",88.8581952117864,300.04219765,1990,192.85876,96.5,"CSA021"
"CSA022s1",76.427255985267,305.9447523,1990,166.02079,83,"CSA022"
"CSA023s1",100.828729281768,305.26265885,1988,219.34847,109.5,"CSA023"
"CSA024s1",94.3830570902394,304.4968885,1988,204.9622,102.5,"CSA024"
"CSA025s1",80.5709023941068,309.252892575,1989,349.8887,175,"CSA025"
"CSA025s2",80.5709023941068,309.252892575,1989,349.8887,175,"CSA025"
"CSA027s1",102.209944751381,293.25271165,1989,222.0518,111,"CSA027"
"CSE001s1",103.591160220994,307.691816925,1993,224.77789,112.5,"CSE001"
"CSE002s1",79.6500920810313,282.824055766667,1994,345.73594,173,"CSE002"
"CSE002s2",79.6500920810313,282.824055766667,1994,345.73594,173,"CSE002"
"CSE003s1",110.036832412523,294.432091133333,1992,238.60619,119.5,"CSE003"
"CSE004s1",112.338858195212,278.3465777,1994,244.19517,122,"CSE004"
"CSE005s1",143.646408839779,283.442588925,1996,300.3712,156,"CSE005"
"CSE006s1",99.4475138121547,279.89743965,1995,249.97129,108,"CSE006"
"CSE017s1",125.230202578269,286.183747866667,2001,258.46628,136,"CSE017"
"CSE018s1",89.3186003683241,306.9596408,1999,190.09249,97,"CSE018"
"CSE019s1",98.5267034990792,305.38529665,1996,233.0586,107,"CSE019"
"CSE020s1",136.740331491713,291.713982333333,1994,296.77645,148.5,"CSE020"
"CSE021s1",117.403314917127,282.819426,1994,254.74449,127.5,"CSE021"
"CSE022s1",81.9521178637201,277.752097466667,1992,355.66754,178,"CSE022"
"CSE022s2",81.9521178637201,277.752097466667,1992,355.66754,178,"CSE022"
"CSE023s1",79.6500920810313,292.37965,1994,346.0173,173,"CSE023"
"CSE023s2",79.6500920810313,292.37965,1994,346.0173,173,"CSE023"
"CSE024s1",88.8581952117864,287.398834,1995,332.328,193,"CSE024"
"CSE024s2",88.8581952117864,287.398834,1995,332.328,193,"CSE024"
"CSE025s1",91.6206261510129,282.5885303,1996,353.84744,199,"CSE025"
"CSE025s2",91.6206261510129,282.5885303,1996,353.84744,199,"CSE025"
"CSE027s1",109.576427255985,277.165365,2002,212.48811,119,"CSE027"
"CSE028s1",126.151012891344,290.748565666667,2005,277.86158,137,"CSE028"
"CSE029s1",78.7292817679558,297.052468325,1999,369.45252,171,"CSE029"
"CSE029s2",78.7292817679558,297.052468325,1999,369.45252,171,"CSE029"
"CSE033s1",116.022099447514,298.3275902,2006,196.68355,126,"CSE033"
"CSE034s1",120.626151012891,281.899984566667,2006,242.9614,131,"CSE034"
"CSE036s1",75.5064456721915,286.867683666667,2008,271.44669,164,"CSE036"
"CSE036s2",75.5064456721915,286.867683666667,2008,271.44669,164,"CSE036"
"CSE038s1",124.585635359116,286.237101333333,2009,465.24582,270.6,"CSE038"
"CSE038s2",124.585635359116,286.237101333333,2009,465.24582,270.6,"CSE038"
"CSE039s1",116.942909760589,277.792082,2008,218.51636,127,"CSE039"
"CSO001s1",98.5267034990792,289.470821,2007,264.1951,107,"CSO001"
"CSO003s1",103.867403314917,271.4445475,2009,552.59746,338.4,"CSO003"
"CSO003s2",103.867403314917,271.4445475,2009,552.59746,338.4,"CSO003"
"CSO003s3",103.867403314917,271.4445475,2009,552.59746,338.4,"CSO003"
"DAR001s1",112.79926335175,315.74262125,1983,244.72531,122.5,"DAR001"
"DAR002s1",84.02394106814,302.270463533333,1983,365.29832,182.5,"DAR002"
"DAR002s2",84.02394106814,302.270463533333,1983,365.29832,182.5,"DAR002"
"DAR007s1",134.898710865562,314.71327115,1982,292.66287,146.5,"DAR007"
"DAR008s1",75.2762430939226,311.33665915,1982,327.4211,163.5,"DAR008"
"DAR008s2",75.2762430939226,311.33665915,1982,327.4211,163.5,"DAR008"
"DAR009s1",107.965009208103,315.31587902,1983,468.855,234.5,"DAR009"
"DAR009s2",107.965009208103,315.31587902,1983,468.855,234.5,"DAR009"
"DAR013s1",87.4769797421731,333.6527988,2000,404.73745,190,"DAR013"
"DAR013s2",87.4769797421731,333.6527988,2000,404.73745,190,"DAR013"
"DAR020s1",93.4622467771639,305.34617765,1983,405.74691,203,"DAR020"
"DAR020s2",93.4622467771639,305.34617765,1983,405.74691,203,"DAR020"
"ESP002s1",149.63167587477,304.343836425,1990,324.90581,162.5,"ESP002"
"ESP008s1",147.790055248619,309.5590005,1991,321.14868,160.5,"ESP008"
"ESP009s1",82.1823204419889,306.840815675,1990,357.13363,178.5,"ESP009"
"ESP009s2",82.1823204419889,306.840815675,1990,357.13363,178.5,"ESP009"
"ESP010s1",90.2394106813996,308.70266234,1989,391.81807,196,"ESP010"
