"theta_1","sigma","lp__"
8.20300826706779,0.117614877499626,9.32162953008319
7.52789377458758,0.267717130635411,7.27085616999437
8.02232056367509,0.198494241610687,8.86755663902779
7.70086811883999,0.168936232593593,8.87878646535596
8.49211745882118,0.137121892582551,9.36110540086088
8.01562269185573,0.170339505451425,9.28684947313349
8.43488526499447,0.124264804338521,9.29935602349832
10.2769485486738,0.449160202412939,3.49277801216127
8.14253532754025,0.166702359683378,9.38979388248412
7.55355135846061,0.171369218029793,8.5260876541935
8.14440888115844,0.0926568919785306,7.88936650606116
7.9812584571034,0.109971901545438,8.82547893903105
7.76891436076668,0.233904845712725,8.07519875060412
8.7044141245376,0.171232640798137,8.91364077949635
8.03460756622411,0.151177525460117,9.47376497283869
8.22183394012958,0.246186487352983,8.00732702555825
8.59037256786268,0.520408683029227,3.54393822612404
8.95362939743063,0.210034355004203,8.05917641717051
8.32252205811042,0.230817570145392,8.28548967894788
8.59844407207163,0.277528698599203,7.28309429884027
7.39166111411885,0.185934627612349,8.03177131269469
7.94124153596862,0.334975497219794,6.34897436386906
8.31783936266653,0.124613999054951,9.42927909725024
8.4617076267068,0.146697246055459,9.41508986859267
8.08098540528658,0.122788751227403,9.37235369792268
8.47089054723964,0.149956107466426,9.39458248628022
8.6279829105838,0.166472984584457,9.07535660058848
8.21254974703417,0.145347930892358,9.57050541424368
8.23637873173997,0.154052641521624,9.52142242900828
8.27336178527363,0.136988702808722,9.56188570058925
8.18551965557283,0.116783208013296,9.29674062954071
7.78579589763272,0.184277430493757,8.87168749476786
8.40343745731056,0.0933621689663548,7.79689740904376
8.10086541018415,0.137276764146007,9.53954565215021
8.56798955210926,0.129461260524052,9.15039478461362
9.77025424839039,0.340142454746046,5.22489272758489
8.87173645953879,0.236349826520512,7.77891280429673
7.91721086697555,0.219436542349957,8.44126790703266
7.98292596941998,0.13236195457699,9.38995928244018
7.61890338239643,0.157810911615156,8.71577191463204
7.89300389107948,0.14112394208482,9.30452913412397
7.77106430126457,0.109484567039794,8.13996355960006
9.22240191923138,0.218038894481013,7.49080110736262
8.65868172150065,0.427183429442513,4.78852857906271
7.4932746211774,0.167146052124687,8.36143092863436
8.50519345269604,0.158145276353439,9.30767811251985
8.85193369516116,0.148885556059918,8.65120565651043
8.43986626018169,0.186598164042989,9.02272264898967
7.90596964460572,0.150936287493277,9.32892447752471
8.54415799190136,0.460625710274594,4.34484086006843
8.02524126569343,0.123532393763655,9.32319348900789
9.01487400556537,0.176466855710001,8.25040057929464
9.32999174033811,0.156271960730568,7.1314639607207
8.24817497208739,0.121438925264199,9.40513379209823
8.32304925445306,0.150005197198952,9.51968250209461
8.36889084222604,0.23242810472285,8.24003838152367
8.18486579169514,0.214427735014609,8.61637501987212
8.52073631408019,0.170596213873315,9.17116426444943
9.1566616180663,0.293431457933468,6.55323745603905
7.08701652579451,0.15184095038641,6.25852634970849
8.00351944413608,0.116830820386237,9.12582983738666
9.25692071186879,0.294475134514374,6.42819487386063
8.29017503271805,0.110775341413521,9.08036763535157
10.6783070500627,0.438937107450171,3.21740813146063
8.77428186110113,0.173530910945197,8.77336516860332
7.78088388523851,0.159325327459874,9.08764750755321
8.32442767316735,0.176391404236044,9.24122106171518
8.22868003957204,0.115883393685509,9.27435502345669
8.48857624230354,0.312356812151266,6.7028048785556
8.8738010138636,0.145008723892079,8.55766495977516
8.83700712601596,0.327396429649851,6.269181417132
9.00703238992386,0.295745182048529,6.66286010886285
8.57647622058946,0.147184385785195,9.25164298718138
7.74527472366096,0.15205291911726,9.02803891253081
8.12340580583837,0.127390346954612,9.47727703994769
8.31868976501821,0.211056658001762,8.65925699793047
9.03192279235288,0.240620287682378,7.51078180716256
8.82927266396212,0.165662577300012,8.71544896428892
8.22718027501301,0.111688424345548,9.13716404346451
7.52158723902492,0.199890720256955,8.23944888319171
7.91317678980563,0.151999915422624,9.33578768476365
7.84696835372326,0.34857226061338,6.09828247777034
8.75043350336313,0.116790440833934,8.27669374702344
8.48011709503791,0.242983813915011,7.99064985347427
7.62195764149016,0.124397501902894,8.19327984736238
8.27044281065353,0.0990816587085066,8.45591504738996
8.96506920411217,0.138015883224921,8.1500393178301
8.80571312982452,0.218283900060209,8.14804852221639
8.94254216533069,0.169380621139504,8.44654423152953
8.34399450895834,0.452346778915774,4.50062332319197
9.11284059327927,0.172142454859297,8.00665821598573
8.14533384090417,0.132755229861938,9.53981196855609
8.99716276122414,0.294667333288133,6.68933197474059
10.3735733225606,0.196249038355387,3.84396027889792
8.73252240593875,0.110395906791974,8.02147493685235
8.92760063634078,0.147126295859342,8.41850968251561
8.06255297749204,0.127719134752097,9.43368487239275
7.39362525093391,0.117360063513759,6.4866195912462
8.53159206728442,0.170261777468382,9.16299382021084
8.25227732887129,0.128745640648676,9.51396340763042
9.02637101488355,0.185345399722689,8.176668072487
7.73595512915509,0.179801118957115,8.84881104334332
9.25079503754642,0.212210002668908,7.48854960096209
7.91950828341602,0.164806597543927,9.25859327251022
8.34444504220396,0.143369072819857,9.52976547020064
8.13327279787478,0.245785199120831,8.01563027049209
8.02932317799621,0.150236070845185,9.47389685016932
8.66388006353881,0.182131632032495,8.8561276926761
8.14818326670439,0.154018934043189,9.51612084181118
7.79638970544715,0.160029470965664,9.11292851446828
8.28253452648046,0.143820696146398,9.56101974687443
8.00949574606809,0.187414878985563,9.04271084355837
8.37438323749767,0.137606189151051,9.50199334632784
7.64984130738766,0.144502872587741,8.7357477122969
7.86186892927657,0.15459006125738,9.24889680646662
7.83314169599807,0.133307716932702,9.11622617872999
8.26530450910201,0.155098773389507,9.50768970623789
8.33690155473356,0.14878502451551,9.51804561718687
8.17308854351357,0.123994218095503,9.4495489233845
7.19533469051091,0.247329991847892,7.04905385108258
8.07575899823211,0.23285517899125,8.2555493171754
7.84265573571506,0.202553575981249,8.67234118406572
7.7923362628564,0.117263504263703,8.59986249368471
9.275267211122,0.3350534244521,5.81011745775849
7.70807613170537,0.182893898315244,8.76937431804584
7.44592588987386,0.163115424759068,8.19663021277391
8.53660713667257,0.128682654514247,9.20126233533514
8.72255182573236,0.149586708419061,8.97097357546278
8.9907974312069,0.205446439821148,8.05461465126965
8.45416478439164,0.253342687791251,7.80722055149203
6.46589092672567,0.226341709351172,4.57606156890377
8.61694451378681,0.177744823293193,8.97220335016552
7.40842976927441,0.286436848953887,6.84397086594904
8.83923306402292,0.142129666076539,8.62732058529128
8.10662092265321,0.181806581358242,9.17213403048692
7.98583705940846,0.232561781033314,8.2342856480838
7.74725709977238,0.156024528983351,9.03005203204125
8.37844405360588,0.134136226057114,9.48218169030268
8.56163380099834,0.214169640350349,8.46688367548448
7.82754125060371,0.107905092846258,8.27061731912059
7.92467638054439,0.0960735668119985,7.72913628361177
8.04774698574776,0.137907648898737,9.50072607264407
6.52998461149197,0.243960338240631,5.05796291022835
8.5324950286983,0.146281097733661,9.32139528455636
9.1137875516987,0.151761513756605,7.86315200505574
8.96640143367086,0.298814699174552,6.64825765961324
8.50185442828511,0.179605872654652,9.07549851325478
8.42861177918924,0.122284282176191,9.26970607936227
7.85348016456451,0.117202226211711,8.79293862020063
8.98710695294362,0.137700649573079,8.06208177206265
8.98426784268109,0.180501048950376,8.30017163288812
8.76838424242462,0.105581878809455,7.54551125258137
8.14693054985451,0.19824704030391,8.90851099350591
8.43060237922128,0.173970756822083,9.2124671191711
8.11668712697096,0.129251791003959,9.49497001781258
9.37833997313587,0.26084051584853,6.73037576721004
8.0198393679779,0.174076131238978,9.24231626910723
7.9900265689821,0.151617542134228,9.43060857862902
7.6791081615193,0.140694964975817,8.78504378779458
8.84923760666625,0.178339154372594,8.59387176094785
7.94894786143865,0.0892899257102957,7.06538574996391
7.53322938673062,0.159290303766342,8.46729197835596
8.75142555899392,0.112973420280028,8.08895506332249
8.7960199697078,0.24453176767165,7.72323953830174
8.12280064373313,0.252941549395603,7.87728878207879
8.17963195035845,0.170916735226343,9.34222928899603
8.07782912305807,0.115796051145758,9.19753535398742
8.17419850690226,0.158987216204863,9.47894300708441
7.56742969879199,0.154661021443874,8.55373167790026
8.3095735144085,0.127187460395224,9.47139397947449
7.99777339779189,0.129182225784837,9.37534566983518
8.09777386557613,0.161099942296192,9.43663569644463
7.68105281403048,0.178860567810463,8.76200189505407
8.54418109042185,0.240262404164559,8.0047931089374
7.31006849164628,0.167773558014829,7.72612600646625
8.70307597973319,0.161114359068678,8.98801607959042
7.30183679574124,0.175400272985006,7.74195127787857
8.23637873173997,0.154052641521624,9.52142242900828
7.7312052760184,0.0982406740378546,7.0475594259615
8.0370503979735,0.200916353616128,8.83227110050204
9.47623646906486,0.301122515206311,6.07336317428434
8.04820916435227,0.130645133260023,9.45315424058732
7.52281618690363,0.126761594702632,7.81122570120912
8.15781820616713,0.120998256795737,9.38870371257832
7.5853772287854,0.319472167178805,6.46684380840949
7.82584479756591,0.108357215373564,8.2909091113064
8.49507841529332,0.187947135697477,8.95918755892057
8.66456732063617,0.188390680958891,8.77297074740719
8.19284751197281,0.130557135360644,9.53512545624222
8.29729420292875,0.126506220083231,9.4695428691239
8.93614341312151,0.10794192796454,6.86612166071337
9.01909797100871,0.136399982819606,7.90734633289393
8.63462359369123,0.165345309567195,9.07482420629461
7.85617689093155,0.336815356198539,6.29808361138664
7.86883134123557,0.135850942686774,9.22384532626315
9.6799229360904,0.214127899875321,6.45900494677832
9.026398328326,0.117583818696108,7.07135646822274
7.76811404339404,0.144891903142644,9.06220142929419
7.53312185455315,0.180676936717321,8.43069555855184
8.45617410808062,0.164347552618448,9.30458805549115
8.32535614231822,0.0878455190631037,7.31472141701273
8.92839474996073,0.163293556366653,8.49117748995119
8.74119080729772,0.0989155653692443,7.09789896056195
7.66418197184712,0.147132125737774,8.80075762478571
9.47931554687642,0.35795698161843,5.29848582998381
8.38449394425538,0.0984068540092737,8.27658485727261
8.21244151146529,0.148453505927001,9.55824986329277
7.71839496501087,0.165882544490459,8.93257208461488
8.12784431918739,0.119845001699016,9.34793872003418
8.78839933478324,0.146291823352842,8.80230571866804
7.89991647777973,0.171946930178208,9.16258454596291
7.30047381575733,0.291983900760925,6.63239513555688
8.29405862798317,0.151428174710368,9.52465908023451
8.78590983377515,0.239480113128047,7.81988014309508
8.88473429673411,0.159474850498827,8.59991488816208
8.87086824422162,0.213144433039214,8.14032243235497
8.84216267520527,0.172228263120345,8.65336412188678
8.99393853404007,0.204737672076948,8.05748894733843
8.57105257747337,0.130256958057643,9.15576596742329
8.21331193996537,0.146938670922969,9.56489826564679
8.90064256075083,0.134017619116224,8.29102920302964
8.76005944013543,0.218792616641258,8.19410521248255
7.74171086478429,0.143194842291274,8.98644891655014
8.50644803048762,0.147622688162103,9.35665922891078
8.87844046435593,0.175527443599069,8.55755875650981
8.55756047058032,0.107532560487151,8.46556288851955
8.03738873528683,0.140796874208693,9.49783429423717
9.18373992174276,0.171977422103878,7.80486425517667
8.44776498004643,0.265404693451695,7.5817963784916
8.60582335053658,0.299506111663039,6.88182657155303
8.31881258418288,0.182688238608224,9.14914064054486
8.18681778168617,0.166405443206669,9.39977856840814
8.55488118411783,0.150526149577768,9.28046219448129
7.6267533380689,0.152495360377163,8.72256961087944
7.46260967145993,0.181744906602243,8.24505974732045
8.34022925782052,0.105787713773115,8.81091844629756
8.06967700837016,0.15126032833464,9.49886295701781
8.88426574417019,0.121879195890139,7.96562247448248
7.5582260439879,0.193067588728697,8.3842882608604
8.31260407572697,0.10339666518868,8.70655391528166
9.45621532888313,0.125463406155163,5.0507610265314
9.15966271740123,0.180204799667731,7.87750454506675
9.11283063690428,0.178047909872211,8.00301084090019
7.64249533676433,0.13321401767581,8.53468045330234
8.26630627858546,0.149717188264364,9.54382893495615
8.42556649285347,0.129392215559619,9.38816431308288
8.46871073075628,0.182730184128862,9.05964714307827
7.04214614405614,0.257184960930279,6.61980626096177
8.67951036555495,0.143404551120017,9.04520269586975
