"alpha","beta","phi","r[1]","r[2]","r[3]","r[4]","r[5]","sigma_r","lp__","C"
-3.32879535371187,0.764658646106629,1980.88329140474,0.0356996338188515,-0.0167049958727065,0.0214557255827861,-0.0275099540481958,0.00785108489326038,0.0218804444676572,132.984100381514,0.000504570579073408
-3.2992698344967,0.762804483913628,2127.49311232488,0.0337600111637432,-0.0273610806475688,0.0248007697675901,-0.0253535678911837,-0.00650211463550484,0.0268807965307526,133.753296918448,0.000469815943593887
-3.29914904969837,0.759596312465699,2380.84355088534,0.0332384765946772,-0.019605176074008,0.0210553995835182,-0.0320833475414133,0.00395656262607662,0.0423574881529971,133.623031560892,0.000419842856441304
-3.34592784720995,0.800571591056863,3610.52410586857,0.00587802920702055,-0.0476179570001175,-0.000770952925612212,-0.0601875019596082,-0.0280497791643787,0.0293084748457274,132.957468509501,0.000276891409467555
-3.35930074622297,0.806716556616199,3641.23878951647,0.00376859692797057,-0.0561846171683557,-0.0109337996258679,-0.0545034489322146,-0.0320467071501243,0.0288067285734857,132.194596351888,0.000274556408239438
-3.30825053104809,0.786194781970415,3695.41983735586,0.0126435698684357,-0.0391297014742372,-0.00103398046053923,-0.0505345447237111,-0.0230610822451804,0.0374260413528383,133.514787608333,0.00027053204019036
-3.34659486404793,0.735812045337798,2679.70746225416,0.0685224629270167,0.0193683301427307,0.0625828815958181,0.00670479160228458,0.0390011173525254,0.110147390813613,130.62917595893,0.000373035854930294
-3.32189101756945,0.720682353272292,3228.10100947006,0.0803790944251716,0.0260503329620839,0.0678876899341453,0.0167962703511441,0.0512525807581244,0.0998709235990076,131.13475555682,0.000309683716014853
-3.28607833648741,0.745706763541677,2458.55235428981,0.0448798983450735,-0.0138300380165912,0.0331463534166595,-0.0191510239830675,0.0152131484610577,0.0228878817895154,133.861658500631,0.00040657804996745
-3.36021192167027,0.762255844206706,4129.82462136073,0.0469985725391695,-0.013232738251905,0.0360492717342834,-0.0123173956961879,0.0121718085748444,0.0444604377101039,134.345213179233,0.000242082414932104
-3.28180952272356,0.75400813695838,1972.37124618643,0.0354843577608502,-0.0164559316035438,0.0241770358315478,-0.0307056795743773,0.000646511357530299,0.0274307069850608,133.433344713857,0.000506747020831744
-3.41222741648691,0.783583688514621,2512.8150886657,0.0397855173664292,-0.0116874603753628,0.031089567973383,-0.028270600515686,0.00688162429699423,0.0346677892620122,131.724529805876,0.000397801733512065
-3.39650496099225,0.790593519458945,2011.44238536133,0.0240121657225995,-0.0308233401564365,0.0103128604821511,-0.0365662880667457,-0.0143224579962485,0.0336828946881334,130.672917237361,0.000496908635633041
-3.35344269458954,0.785559250230513,2448.45105832802,0.0193542176389884,-0.0346785718711476,0.00986962501534428,-0.043571432529912,-0.0142826558517659,0.0267420304193893,134.688149849891,0.000408254737974881
-3.33988760307392,0.777152787924894,3748.33137593803,0.0253863195875557,-0.025516777292701,0.0188439839432844,-0.0350962254617719,-0.00681154128769821,0.032973953317728,135.77801177443,0.000266714221745688
-3.33243956410701,0.764355729274498,2810.88984054997,0.0363640775659829,-0.0239106059636108,0.024020011894714,-0.0220667230481551,0.00651919563689304,0.0252820559237257,134.474418400708,0.000355632708500563
-3.3355428097646,0.763598772188543,2505.46449694793,0.0423720149259302,-0.0225303885350812,0.028813204297072,-0.0215285332437193,0.000895263451930041,0.0245085893113971,134.105691751068,0.00039896834813247
-3.25148190823673,0.763513387779596,2248.70037770508,0.0183744275151644,-0.0357317307737825,0.018902842116573,-0.040862724682677,-0.00829149646334896,0.0339292463376576,130.446500798894,0.000444503636977694
-3.25580656642986,0.756965558371854,2188.27257488763,0.0206164885568081,-0.0365386785257903,0.0144054067028906,-0.0426086811079338,-0.00615180924962955,0.0369697303412143,128.869691227812,0.000456772725091726
-3.34977548478122,0.786456609346276,2458.96867272418,0.0258793636896659,-0.026742360418923,0.00766261259240082,-0.048064834673542,-0.0138165201486411,0.0435061693594528,130.01873058063,0.000406509241799651
-3.35494146229368,0.786551783602378,2527.12934617087,0.0238862044013186,-0.0389055661326524,0.0151836354679069,-0.0414045238608327,-0.0151970623605626,0.0387202083959557,134.484097556246,0.000395549381804617
-3.42677658110405,0.813420225700773,2512.80035102773,0.017237932807919,-0.0436970043933603,-0.00214718656613382,-0.0496159223719435,-0.0235894874138524,0.0230825950286695,130.96827846335,0.000397804065701226
-3.42535198818221,0.812856645449597,2680.0434785245,0.0183470025145247,-0.0477744957918291,-0.00218572733136855,-0.0518530634056384,-0.0170639307014855,0.023542187712716,129.119559781525,0.000372989102194771
-3.33312058842358,0.804112734773591,2999.71194451483,0.00463300037075683,-0.0612701341005196,-0.0123356203424943,-0.0651765887918833,-0.0297548448447957,0.0454307937174483,131.932601879409,0.000333254247155564
-3.34651732016877,0.808381545623356,3637.84210063602,-0.00378335181012946,-0.0532938296658009,-0.00910092285800037,-0.0605253006636086,-0.0394482605695762,0.0499947731923808,131.321465888083,0.000274812693803123
-3.3540995809022,0.80443125136939,3527.0777496281,0.005965578527822,-0.0606359709270153,-0.0123652666087539,-0.0563348987155438,-0.0296387238846041,0.0468956046152201,130.425682406099,0.00028344046559218
-3.36713567499877,0.809998323044987,1951.30675446469,-0.00390464123190566,-0.050853614668206,-0.00314845499191011,-0.0614737042422855,-0.0338725826325854,0.0938196766955994,128.857305472286,0.000512214588057498
-3.31095673509719,0.796475304555277,3076.7427974913,-0.00593323746724514,-0.0537287113893176,-0.00616952675447165,-0.0634790219304865,-0.036155437622456,0.0592413703367046,131.223935805636,0.00032491344007534
-3.33635726172877,0.805044678372851,3019.24013403227,0.0056853064138562,-0.0609018207004067,-0.0137877218106604,-0.0607198303466354,-0.0331881672688374,0.0795950049796914,131.457123936621,0.00033109950057677
-3.27122563926509,0.7370520674248,3563.04693595455,0.0527704705988589,-0.00114131020275675,0.0429874427506944,-0.0106218999713623,0.016846915065246,0.0596151497280247,133.41431340865,0.000280579918830999
-3.34178666994861,0.781369686109623,3311.8769916323,0.0251277985077804,-0.0284376743884492,0.0149762135717805,-0.0371741573223849,-0.0109851464806212,0.0230507242754718,135.722313517538,0.000301852438990584
-3.33249583360014,0.777219836336993,3346.34105377681,0.0248996439227122,-0.0322147322846571,0.0145069841398487,-0.0315634207286818,-0.00319191764122681,0.0186166122525761,133.759977911399,0.000298744580828326
-3.34150832072139,0.777310929365756,3211.17458414833,0.0293442789700072,-0.0294862730220177,0.0171692045831673,-0.0363720269174135,-0.00827107436309913,0.0170616397288704,135.117139490786,0.000311315581953382
-3.36571718839784,0.763789145540603,4444.07910406281,0.0477484513624612,-0.0105573665960162,0.0371927297799243,-0.0164763241052229,0.0070264444079666,0.0298450987874024,133.485792924198,0.000224967874944227
-3.24894796575223,0.767785358218116,2087.57942887795,0.0144147427616882,-0.0389389180080482,0.00232430788577228,-0.0467815194196875,-0.0141719700669018,0.0409707729826397,132.485287142887,0.000478794335601224
-3.37561688460055,0.771187827953885,2552.55368470417,0.0463951095357162,-0.0117429850937479,0.0340875860436192,-0.0195022320565465,-0.00107897067130703,0.0226502031138954,131.49732889949,0.0003916111127759
-3.29738298183011,0.763811050205758,2016.96862533778,0.0296910359050185,-0.0287167118837566,0.0237443157417916,-0.0326092244140565,0.00145413614867413,0.0601684052804443,132.217144427704,0.000495547843233992
-3.36743215429741,0.783241038819265,4061.56856934293,0.0258648463978329,-0.0300143677579964,0.0173038634132654,-0.033781326949693,-0.00503789810131764,0.0200551732374506,135.293019422737,0.00024614969148982
-3.36325579265776,0.783977513319882,4980.37910451255,0.027741007439367,-0.0276506810600405,0.0163781029921906,-0.0362571985269698,-0.00967754332834486,0.0181414391941827,133.169470460561,0.000200747620090612
-3.37968436505365,0.790506880392248,4829.41518949329,0.0233761153090743,-0.0326334627737041,0.01492289707422,-0.0357213725343206,-0.00851895710280956,0.0211874310468394,133.068743078374,0.000207021541786949
-3.36270415377592,0.787073203837011,4063.01909230673,0.0262974857128251,-0.0313537596214781,0.0122085489257322,-0.0385740533890235,-0.0118409370652961,0.0178433575127212,134.079374083291,0.000246061836149594
-3.2994827133376,0.755976263783988,3115.2113545307,0.0358633077906511,-0.0198861093986983,0.0268488165383546,-0.0285362217971932,0.000209268882291334,0.0305602331403314,134.125461003307,0.000320902495444055
-3.31104638221953,0.76551434242708,2988.39199776495,0.0402276565720152,-0.0200659604380454,0.0278792575899233,-0.0321723242259962,-0.00094687272686012,0.0265157820551645,131.780694750729,0.000334516182804952
-3.34706313590248,0.774131246627143,2126.48024958027,0.0263611715630459,-0.025258281033676,0.0181603340755251,-0.0241770841214428,-0.000368226343230772,0.0251493831018096,133.212223835693,0.000470039616206678
