"alpha","beta","phi","r[1]","r[2]","r[3]","r[4]","r[5]","sigma_r","lp__","C"
-3.41242340870777,0.789529308055802,2147.05121429698,0.0304996088830672,-0.0168568897341727,0.0185622916267404,-0.0327784987051942,0.00309077299658899,0.0210496929485161,131.037402026124,0.00046553824850367
-3.41854750681667,0.79226706942499,2026.64913073837,0.0288231318329564,-0.0270713541343588,0.0164107345103307,-0.0347719758404309,0.00596024650941527,0.019375649386919,129.480103925131,0.000493181973567513
-3.2816244451994,0.760471146738676,2333.36691452042,0.0296641753180843,-0.0286041916020403,0.0168632897122002,-0.0364347345503505,0.00476265413456633,0.0488941714092889,131.109888736286,0.000428381671184474
-3.28559765199513,0.761569620635791,2350.97888836374,0.0260916575318799,-0.0267171346752447,0.0169850386559752,-0.0369285737822167,0.00463180805237367,0.0488762319034651,130.623302163947,0.000425173884403228
-3.29607590725714,0.765627414077487,2631.1460608731,0.0260486928824208,-0.0277507510679065,0.0179528152494861,-0.0350200754451194,0.00478709579663887,0.06083163255986,130.299541773626,0.00037991812645393
-3.18885130194528,0.754884770906518,2763.25508152467,0.0144953054068644,-0.0408498054344474,0.00666418128643276,-0.0509162691793114,-0.0178819580325368,0.0331236562205268,130.794473334392,0.00036176111484199
-3.46757604488319,0.788583372673402,2639.66433976602,0.0464237683529394,-0.00747327872058076,0.0369435112783611,-0.0149296522330639,0.0150915772022588,0.0380741904166425,131.065069650264,0.000378692583128004
-3.33093900316553,0.797241915461361,2378.97264386873,0.00772785196863041,-0.0515735889605916,-0.00369971679935953,-0.0499379550872805,-0.0277296245695859,0.0451218968748896,132.905346821375,0.000420172896766773
-3.2971369709043,0.777164169144779,2850.96536880486,0.0186993347281257,-0.0351159441956083,0.00718928860485204,-0.0475262959335548,-0.0148675268132893,0.0329455340428017,135.053500302701,0.000350635393731677
-3.28239577488719,0.77422862851795,2828.19070270637,0.0171151925599075,-0.0380951742707788,0.00829904144608696,-0.0487842818577339,-0.0199390002045341,0.0352907856669062,135.026251784771,0.000353457969108767
-3.2818468439584,0.785056540670459,2224.38622312555,0.00703580669905277,-0.047052063310115,-0.00157182216060974,-0.0507138166837187,-0.0240933801120857,0.084246308163235,130.139228558682,0.000449360200763489
-3.36648921634974,0.784709258137111,4081.06088544518,0.0300736009627749,-0.029920884079805,0.0174733255892453,-0.0367479549448949,-0.00814211145579591,0.0233418912759692,135.216789099741,0.000244974298047723
-3.26229062174189,0.752518598110927,2609.06408026133,0.0297672447131042,-0.0241895442831705,0.020963221435813,-0.0280973971400923,-0.00142729850122938,0.0652376169705555,133.242718385145,0.000383132355853837
-3.32524618961567,0.770375215501652,1843.3521055753,0.0310230361105607,-0.0200852893768866,0.0197382983422523,-0.0264983921229197,-0.00266509720676413,0.0155641874191603,132.066219677089,0.00054219581877945
-3.3346655590251,0.772499612950516,1886.16547792305,0.0330168815183173,-0.0182118965507507,0.0230828578153939,-0.0294201389424008,0.00268191806472303,0.0124946963950577,127.8119049818,0.000529895237963216
-3.34113332958003,0.767792689441719,2000.00362067145,0.0324841829999729,-0.0193085223967846,0.0248817342199613,-0.0296251301016605,0.00330509007336748,0.0153129972241829,131.835636086206,0.000499749220675795
-3.35303962288751,0.771592298126468,1872.05917121143,0.0353544274609681,-0.0258186977677568,0.0223795357348602,-0.0221043227914851,-0.00614436789914295,0.0241537976390829,131.450450393707,0.000533885963331972
-3.30435991805628,0.758144250611298,3901.0286906766,0.0390071834069842,-0.0178700526346624,0.0244145709258895,-0.0300648182087422,0.00438714516212751,0.0383407574582274,134.154249932287,0.000256276947012043
-3.33107345313487,0.759098794326256,3494.57885679962,0.0421758950562867,-0.00967153284652798,0.0306583918044716,-0.022513718246354,0.00807352903465329,0.0414686282188866,134.908123406369,0.000286075651835116
-3.3627601952438,0.76844156629035,2992.87946699686,0.0413463413378874,-0.00515476102842861,0.0336927275815731,-0.0226843171752297,0.0057970913573625,0.0689417793090035,130.026344192222,0.000334014782833958
-3.33161417376501,0.764975213214795,2925.20212868511,0.0428060154835735,-0.0261834295633776,0.0265289736820279,-0.0205719601813683,0.0078522876955953,0.065572127265822,130.830630839432,0.00034173989219581
-3.29252116454965,0.739357427869936,2179.04932949928,0.0609269521584068,-0.00892994628910771,0.044125507302195,-0.00232737745862592,0.0262490527844862,0.0747472322987251,128.171265577277,0.000458705216651993
-3.27633421732209,0.756278140177476,1614.23618844324,0.03222057454746,-0.0129447415338433,0.0280687360250987,-0.0286851160707856,0.00157170461080957,0.0223152133116694,129.58585056595,0.000619104504440181
-3.28003852750708,0.75316343825183,2871.62708321302,0.0395280832119114,-0.0205589034989243,0.0245833640146369,-0.0270794447516844,-0.00551688936078137,0.0239220059381634,133.109539245917,0.000348113406659629
-3.32147189208981,0.788278236985188,3227.43708304362,0.017552715776796,-0.0432922046615807,0.00270782105411149,-0.0500282334796551,-0.0275249105938995,0.0387726281282911,133.797325829287,0.000309747402311848
-3.31539596371201,0.786833804810252,3400.50314713791,0.020728264352787,-0.0492745658726467,0.00119551483587791,-0.0516610213195826,-0.0265184841932448,0.0393868293103831,131.098782669894,0.000293987674490738
-3.31381152504823,0.791811658200751,3244.46194515896,0.00427374454036002,-0.0480491047635213,-0.000552020745978347,-0.0544582310828862,-0.0231191505112816,0.037225104379904,133.777893986378,0.000308122546773852
-3.37801819837192,0.797197623847233,3670.19378197997,0.0190333718206474,-0.0412854798811832,0.0061068003823886,-0.0470870659259252,-0.0208570071861301,0.118538988390362,131.834104578042,0.000272390960376021
-3.34683060892241,0.7829357224143,4379.32547800401,0.024789926678521,-0.0336204457329982,0.0137301850427407,-0.036548808033685,-0.00987334299446914,0.0492075220466053,134.967945526909,0.000228293537779679
-3.32124780180297,0.783699984979539,1938.36998068238,0.0188566483019848,-0.0392451460332578,0.00322113553279469,-0.0483277648407017,-0.0181406183392559,0.0466028749700425,133.344997742111,0.000515631369960745
-3.25687906754512,0.778747335196308,1902.13612878612,0.006443300047772,-0.0501025341847549,-0.00647497673926675,-0.0599151989579773,-0.022516135432549,0.0560954769237053,130.793984263214,0.000525448487301763
-3.26102423376592,0.776258691951875,2099.91821338318,0.0057664927849384,-0.0530688825902322,0.0108783369654946,-0.0480201438791249,-0.028997498706218,0.0555500816237391,126.396159199542,0.000475982355538566
-3.26051612979968,0.773520243396731,1984.50392289323,0.0168987968738115,-0.0390492246727076,-0.0102215866252163,-0.0551841984515217,-0.0185791246315838,0.0797049055916975,125.256330918932,0.000503650478082574
-3.26069170203596,0.775582397213359,2005.19332421098,0.0163221377702083,-0.0419698717886548,-0.00773798098280543,-0.0555184420920843,-0.021644478839704,0.0769549330503908,128.343232863655,0.000498456448803751
-3.20754507588366,0.763817274650023,2379.32819937054,0.0116769205116431,-0.0482033340429227,-0.000867890897399511,-0.0596967042442792,-0.0223940729865788,0.0520135719333648,130.139767756009,0.000420110134503486
-3.43535768428542,0.790623325456314,3309.12489700465,0.0403402838368382,-0.0172464853487175,0.0285489163601019,-0.0295684570003528,0.00793558700551983,0.027618821156952,130.597499155045,0.000302103404286921
-3.31504370241292,0.774658711680661,2878.55130142178,0.0206946510864426,-0.0346504648444801,0.0133766760738246,-0.043445881078392,-0.016904514448207,0.0364699622447636,133.034506099031,0.000347276327220233
-3.34831141047705,0.769972485470323,2687.76845836432,0.0379714069666053,-0.0200296561220642,0.0237698987626897,-0.0218772084500505,0.00664937712165129,0.0216029539438758,135.00717820067,0.000371917483965257
-3.31851274701807,0.767147615914013,2198.02182125059,0.0333483925444555,-0.0236700290792515,0.0189214289491935,-0.025781403225219,0.00257899619561135,0.0204552347549574,134.245640377883,0.000454747647493238
-3.33651478130728,0.771828378941934,3438.36038171895,0.0318881413659203,-0.0236854480362409,0.0246131184946538,-0.0321434095177375,-0.00448461815432136,0.0360766343672222,136.228667614379,0.000290751735501533
-3.24332707951517,0.755484364756269,3682.4691433807,0.0299560592662945,-0.0327789553177636,0.0151514455011972,-0.0360213317404042,-0.00750612875407552,0.0732406926410164,132.288529927379,0.000271483202675127
-3.24889353974784,0.757470194571095,3948.19120648516,0.026551661740366,-0.0303148697298321,0.0171718398019668,-0.0418460951183873,-0.00692976809231008,0.0684531294549153,131.382821979638,0.00025321640500917
-3.46889839511426,0.797457466532638,1614.52840169425,0.0350705450930627,-0.0194332365076996,0.0258337984771297,-0.0187804289096826,0.000659689311140586,0.0637978669375066,127.643172346861,0.000618992522168767
-3.35011692547367,0.787840582039586,2335.76295286196,0.0220890296678487,-0.0391345668995349,0.00810648014710999,-0.0425619092559125,-0.0172683294296586,0.0202765027622153,133.907962126141,0.000427942422989567
-3.33916141856019,0.78426525454506,2317.17493173762,0.0162247843778272,-0.0336334934551089,0.00768316619630052,-0.0413716320343308,-0.0121404823617185,0.020181192903117,133.980803538948,0.000431373830468624
-3.33915715600931,0.780663660220505,2493.07250001892,0.0285490640197542,-0.0365313505411272,0.0108245328096177,-0.0340779275406616,-0.014832922888881,0.0179256870153617,132.048979062283,0.000400950653997594
-3.27164358337291,0.755666771627677,2864.07040965258,0.0410133311748148,-0.0284487468023283,0.0181401874398595,-0.0223176002991828,-0.00645099994350807,0.0619421456290655,127.867684799945,0.000349031561887954
-3.26360731163245,0.756218995855159,2872.69666892801,0.0257827289306852,-0.0215153340800402,0.0257426172755655,-0.0364221527535326,-0.00213390433159208,0.0537925506708305,130.65075949959,0.000347983839356655
-3.28919908700313,0.777319256664622,2246.62138227321,0.010249243374025,-0.0340176239582073,0.0107204998396624,-0.0515712943197984,-0.0162162752050279,0.0259154365694643,130.005229726006,0.000444914792093949
-3.31216879857265,0.773473238177426,2900.1561781776,0.0289027176605374,-0.0277663817887805,0.0172179509928122,-0.0351030929123702,-0.0127689179639806,0.0268975598104982,134.549669444623,0.000344690164397893
-3.30107400521605,0.766169571420543,3371.78242493073,0.0337015271830772,-0.0235214199437375,0.0219073758107781,-0.0308703534975887,-0.00827224705334081,0.036907754735117,134.259881069453,0.00029649110853053
-3.30074773453966,0.764774943913492,3647.72658967841,0.0278911961941314,-0.0282972487692042,0.0239720479281872,-0.0282267058758813,-0.00150107675239865,0.0369977215734297,134.418165172192,0.00027406821953413
-3.32927651924179,0.757815704953823,1519.20647557416,0.0366924567648398,-0.0192075513969927,0.0267556402970717,-0.0232276062656076,0.00853236994933378,0.0288847549232021,128.659845189473,0.000657805381089639
-3.3257994570828,0.764513214078141,2079.98979435378,0.0434463073401904,-0.0140420578791082,0.0313695861164079,-0.0208469477476072,0.00188344801773443,0.028681414821343,131.680868196204,0.000480540559455524
-3.32450604872979,0.758726251546654,2224.61548485315,0.0374367338489319,-0.0138755992855296,0.0293005059087057,-0.0240091428244893,0.0032520334233534,0.0282348164542506,133.714317808392,0.000449313911951858
-3.35469530976526,0.768388362748634,2645.88020300944,0.0377271879845066,-0.0139316151311685,0.0291784188284473,-0.0230316075369914,0.00445697405456804,0.0233653635946349,135.882222788589,0.000377803271513015
-3.36792302658254,0.76561847005928,2461.1085086375,0.0451645653549884,-0.0121924931742705,0.0284821277468529,-0.0139463473366564,0.013386752581323,0.0178121581734757,132.386017516573,0.000406155941743359
-3.3569418246338,0.778381696226259,1654.68691992053,0.0308449740957278,-0.0289850957898858,0.0131274356566738,-0.0304101574389479,-0.00177419094269295,0.0384945555368138,131.707950335119,0.00060397892135791
-3.36574021073743,0.780547080432486,1699.89816293559,0.0305577423422629,-0.0250924110674211,0.013821368188446,-0.0312962932388367,-0.00585437316390236,0.0373099774465444,132.372565507929,0.000587924675204595
-3.23641152394822,0.7405360086783,2158.32700330699,0.0412973617894643,-0.0217688669906493,0.0324409643582733,-0.0274148263952485,0.00706359048103301,0.0247394049062788,131.89291543335,0.000463107254467947
-3.39611118100319,0.779013087108077,3078.33740831421,0.0377857028839983,-0.0155638117604713,0.0298348369478272,-0.0217376176259836,-0.003186698848926,0.0325296682390631,132.770156968179,0.000324745186188432
-3.37823926238865,0.765427548532973,2337.73113234095,0.0534977892604113,-0.00863902689834786,0.0405134493916584,-0.0131558144684035,0.0139608343887909,0.0419529578909953,133.800749135189,0.000427582284329987
-3.27263498295232,0.771545877931814,3139.86440063048,0.0189832744519057,-0.0391564630369941,0.0133753284954961,-0.047208540360994,-0.0200688373710188,0.0441419240763387,133.108974917339,0.000318383690744263
-3.36572187861086,0.79287163425896,2532.1588810109,0.0171032118636807,-0.0386719018410873,0.00429220717185449,-0.0408502591715914,-0.0156585626896029,0.0296261101375384,134.915191629585,0.000394764026645235
-3.38530866721982,0.805801277520357,1973.34128884413,0.0171337263970895,-0.0486504559159709,-0.00595625119125615,-0.0546308671281905,-0.0240072670701308,0.0474185387375041,130.7731211493,0.000506498043499585
-3.36067141642271,0.806367864986992,2161.25952152153,-0.00187079896189508,-0.0490463312270011,-0.00237378745008078,-0.0540039202951997,-0.0307005392093848,0.0186507185924548,126.881707917641,0.00046247917516225
-3.37213175085039,0.806274664263009,2248.16020679481,0.00648194851995802,-0.0444790578265317,-0.00733876745755217,-0.0593801025913594,-0.0209220476543496,0.0206689515565534,127.979524755338,0.000444610391460313
-3.31253426602162,0.743645688228049,2295.59625204665,0.0481907171583393,0.00168647918812196,0.0400739293965331,-0.00660621677723105,0.0216556810257651,0.116137571897435,129.373205114233,0.000435426992928701
-3.36704992258487,0.767504622745714,4056.67148994269,0.0378260539886106,-0.00744218648863252,0.0303560017186576,-0.0165818644980817,0.0142154141308812,0.0221387936424342,129.589496839888,0.000246446762010821
-3.36789031733224,0.767465181140845,3900.02641262488,0.0466028188606812,-0.0139176784413935,0.0337215366082846,-0.0209853946227699,0.00944459359490791,0.0238774443773014,135.128336892972,0.00025634279141605
-3.3753493837636,0.767765949527967,3935.34675070791,0.0440279773503982,-0.0135938028943602,0.0313900164250928,-0.0160973417857015,0.0114794492565554,0.02345589795523,134.559140572586,0.000254042660195056
-3.42452579303358,0.77861274929538,3824.10569739102,0.0446977289306193,-0.0135323596945184,0.0319769647490932,-0.0159667006661408,0.0120605840467556,0.0301737110471467,132.329512166916,0.000261430684302938
-3.32819497959462,0.762155566648533,2229.72623667744,0.0373424655873053,-0.0144837549146578,0.0261044940211062,-0.018340065373347,-0.00051824449088415,0.0209924525011763,133.578431870316,0.000448284501951908
-3.32610106641773,0.784766425204358,3305.9060417167,0.0152267560146594,-0.0430943143293547,0.0111927102093255,-0.0407634128698537,-0.0136114063517149,0.0555102695708024,132.163883094152,0.000302397463787896
-3.31194811146571,0.74902286704911,2617.39927507077,0.0432050314525132,-0.0135836217863613,0.0363946913326571,-0.00985793417727972,0.0148744113609796,0.0209092303723301,132.303791911898,0.000381912724129123
-3.27357708264424,0.760324851843974,2652.85251356527,0.0291577879404815,-0.0226615847197992,0.0155086626512172,-0.0366539944137621,-0.00865270762914976,0.0457731535217435,133.534106853887,0.000376810691207768
-3.31741058144821,0.769565040518666,2257.78522424908,0.0325652531062441,-0.0219117192775299,0.0179731596863204,-0.0335050686982975,-0.00776376390427194,0.0625702768387237,132.985245938836,0.000442715840915084
-3.27736390129639,0.763621704313981,2879.13588761786,0.0280648442849291,-0.0311111206319924,0.0189216678369722,-0.0374317470425341,-0.00581242640110899,0.0278012095878682,135.537005395995,0.000347205839939411
-3.2619912409503,0.751769161663819,1984.6238189487,0.0346733444002537,-0.0275473271318074,0.0252593285924752,-0.0259875870469978,-0.00165134826594865,0.030571168435598,133.497943743209,0.000503620066629468
-3.26929851040137,0.760223916174999,1922.8965451556,0.0282522409897481,-0.0247672445760649,0.0151535166642124,-0.033282278275948,-0.00556862139429223,0.0256520576098545,133.835681593456,0.000519778468607376
-3.34765215563192,0.762946186752663,2673.66207724938,0.0458046634970797,-0.0123704817747379,0.0353222765875076,-0.0163235818629157,0.00864943291086964,0.0293641414496782,135.78984005398,0.000373879006438227
-3.31598177346353,0.725032236420664,3196.5762156495,0.0754727615029037,0.020662781895865,0.0649506555597882,0.0112732816720495,0.0342340633686138,0.0589439263253064,132.706982379771,0.000312736877108925
-3.32880361142436,0.747173543303864,3435.6785747561,0.0550350937318062,-0.00503534447910466,0.0437479175627938,-0.00670910767130911,0.0260896547879329,0.0492179430016149,133.751652333012,0.000290978623181532
-3.34664551395461,0.75364179677343,2966.41012376488,0.0533499723033516,-0.0021727548687823,0.0424021966793816,-0.0137882147148855,0.0187657969938575,0.0342844939228004,135.212883121911,0.000336994199753978
-3.34448892505568,0.77691459001561,2163.03730862858,0.0277288782089563,-0.0273643681880373,0.0164660935695124,-0.0394833945503593,-0.00649450526932772,0.0377402126113975,134.000627981446,0.000462099242010634
-3.34359878227595,0.77570743608572,2568.61813043711,0.0324500405767013,-0.0267641144476572,0.0195285848194362,-0.0264371583275967,-0.00286543319088211,0.0686173954746005,133.057524205554,0.000389162883058384
-3.30610487081997,0.779477805088025,2903.23728101404,0.0186064949362565,-0.0399185153673698,0.0143408650854776,-0.0461069406294716,-0.0121435623741019,0.0737271381578823,131.258175055111,0.000344324482898601
-3.30265422895944,0.777001062194463,2771.79636512641,0.0250835602095514,-0.0358657006552232,0.0087816693668744,-0.0401978814006113,-0.0117711269740366,0.0675147156175774,132.362304705945,0.000360646750903546
-3.31168084527853,0.77435337096313,3371.64797232849,0.0202195416329096,-0.033995620851183,0.015818328127922,-0.0417126514780943,-0.0131351390442448,0.0320940263378233,135.264050113841,0.000296502928323585
-3.30676570823093,0.778773107963447,3077.38764329183,0.0211936775318499,-0.0386437440641488,0.00393348845383988,-0.0420868839077436,-0.015437144532061,0.0397102846540139,135.30865178916,0.000324845378774541
-3.3304175199957,0.785298716408199,2727.29096186892,0.0151699468521322,-0.0429282631463915,0.0106828982924123,-0.0429367566453298,-0.018040956792018,0.0480420990525632,134.40057396549,0.000366529821773475
-3.34215782074521,0.786119352843388,2835.56260423914,0.0183399645427702,-0.0382177635826506,0.00587982723057244,-0.0460960815562005,-0.0137803535307149,0.0359242265139269,135.580372293013,0.000352539372304189
-3.34175273544441,0.789040227108611,2778.65698757711,0.0167941685291332,-0.0366131971237265,-0.00029804227537277,-0.040526531416066,-0.0151992201969437,0.035742373942426,132.588004536982,0.000359756619060991
-3.30150018163818,0.769341540818012,3137.376240071,0.0268098501335133,-0.0302239435905042,0.0101130421922251,-0.0356746845092615,-0.00888584910399739,0.0590907641062465,134.208766086393,0.000318636111002859
-3.31119144283962,0.778602571864728,3557.48020685221,0.0162334030851055,-0.0390393412910015,0.0115593467547819,-0.0447894915956377,-0.0151348382389268,0.0461461711531676,135.084132069205,0.000281018845650567
-3.27431019182339,0.771156779017385,4202.35565170792,0.0193239807748581,-0.0377795714234014,0.00881710257879981,-0.0514961804413622,-0.0119643699725448,0.0334017249277236,130.787543549786,0.00023790516027205
-3.36414004670561,0.803046472695402,1927.3985466829,0.000932466176733053,-0.0486776228239435,0.000397989724546965,-0.0468863254498133,-0.0310908387294035,0.044835211420377,129.397261211147,0.000518565003961516
-3.37625161304255,0.80756674813401,1828.27621498967,0.00512730423949161,-0.050455510485814,-0.00686379801327234,-0.0487855031397668,-0.0329793704947518,0.0458696611272875,130.330561244774,0.000546664299139563
-3.32097906288917,0.788021877596247,2774.66734916561,0.0136472839333144,-0.0447171281051464,0.00269698397462846,-0.0474368709931277,-0.0296968618868925,0.0443248833396507,133.326911848547,0.00036027371950771
-3.26772702748476,0.791878153108865,3132.82920823118,-0.00206788415552946,-0.0639687782104914,-0.0178493275406631,-0.0629415248403951,-0.0390482066547555,0.0510350955404699,132.605506890539,0.000319098436307072
-3.35352179261884,0.750294366549991,2348.83646117542,0.0589881737300512,0.00783725610478586,0.0454297384667389,-0.0033694035729475,0.028071157731225,0.0255788769458928,130.763265938476,0.000425561530141458
-3.29474697291462,0.739310931574464,3632.48369865054,0.0536573023647763,0.00140747488583115,0.040137363858971,-0.0101230857216319,0.0232980540145444,0.0603033664876237,132.67621134032,0.000275217967916409
-3.2469780000554,0.732697447076677,3254.35338839698,0.0525816587243927,-0.0119369625603842,0.0408563428570676,-0.0121985356048194,0.0165968524280765,0.0319000125963756,133.290731803339,0.000307186311496715
-3.21336634895438,0.727986552807683,1559.44604872491,0.0443697476582463,-0.00724030057800331,0.028237122630368,-0.0144062375869701,0.0150445410973964,0.0343420893361017,129.204765334655,0.000640842405808986
-3.24418496627047,0.727207843713961,1947.43019895561,0.0519282112633649,-0.00281659287927455,0.0447961220550322,-0.00796077792030218,0.00916498443799911,0.0388331182824606,129.431167786676,0.000513233679367122
-3.39848718142243,0.798999906424527,3704.02227505725,0.0243430351797909,-0.0356248557085959,0.0124609501464896,-0.0412096229718423,-0.0197226521302011,0.0297479485568368,132.238428000663,0.00026990391035761
-3.34352926936304,0.771889435196689,3148.03417800209,0.0349745204517299,-0.0189744225197064,0.0190605017355286,-0.0346140128053416,-0.00164397426247028,0.0365205915153415,133.794589527446,0.000317557683871965
-3.34248534684682,0.775282425999914,3085.92505300225,0.0344064738287464,-0.0205981151246096,0.0216936665102263,-0.0341068878709859,-0.00177904950625483,0.0369351144934861,133.876423800632,0.000323946964318888
-3.34499983719348,0.773400859623087,3391.89101854799,0.032091684245253,-0.0218287982116047,0.0243547916737745,-0.0256550863112694,-0.00520691989426223,0.0332938647471238,135.262533591515,0.000294733899359949
-3.2868284560167,0.757099208159752,2967.32135269838,0.0391966193658411,-0.0186524232958245,0.0198579064708952,-0.0304754627173281,0.00286194596161292,0.0208990293079197,133.712923189662,0.000336890747725458
-3.35684135147584,0.773112653710774,2840.83112689653,0.0393397647865478,-0.0210813870442454,0.0188150135687477,-0.0303108538232261,0.00272003232969794,0.0915311559727404,131.268175291965,0.000351885793119617
-3.38985776716707,0.778163435592807,3576.83988963871,0.0361858539008945,-0.0189204324111568,0.034236246935694,-0.0209601244582757,0.00211865818039308,0.0970469851333612,129.987344240701,0.000279498253372366
-3.38335788718821,0.777005343551854,2973.14561288809,0.0414630941342084,-0.0205917150260264,0.0224694192076686,-0.0286605318289675,0.00510399936237968,0.103515280825472,130.574763836185,0.000336231015612223
-3.25605089391306,0.754579319368224,2677.56239782317,0.0322618019404237,-0.0209570370286601,0.0205430208498015,-0.0281071504777108,-0.00543936094156515,0.0294488823220512,133.91907163373,0.000373334592023201
-3.2676856675689,0.752036149164557,2779.57611143984,0.0368039155823618,-0.0211197794206765,0.0220037874466352,-0.0264590173003448,0.00318831057224256,0.0301908297248688,135.692240929936,0.000359637700937515
-3.36820286209662,0.722445824201412,3208.49760754627,0.0906388698731366,0.0348952934735618,0.0757617317107415,0.0203419871805117,0.055026343046978,0.0981738271806123,130.346452688141,0.000311575243941223
-3.32127388775168,0.691908909075413,3088.06174072534,0.111440700043855,0.055577792287713,0.0963520798399326,0.0418723261375357,0.076303776900349,0.0749183629389161,130.30934664982,0.000323722891911247
-3.33487203917501,0.696104295977612,2755.29510620054,0.110249008073711,0.0491189668472395,0.0938283631644749,0.0557099480441286,0.0684014253925293,0.0735256337954196,126.184835682868,0.000362805854043135
-3.30457740831666,0.710125949797249,3225.04658950817,0.0858239395388458,0.0267426086567287,0.0774894954779909,0.0317982219239856,0.0510224117556436,0.0569241926598237,130.149483070483,0.000309976924466071
-3.30770855376205,0.709741554397874,3113.03222819251,0.0849641606093533,0.030061303126574,0.0751197428022863,0.0218670950659498,0.0504455081371126,0.0613925256696676,132.731991924913,0.000321127055444906
-3.30500392756123,0.703140809030383,3644.43683521494,0.0948956772171684,0.0357149419444782,0.0806318527469335,0.0321925790690347,0.0577001329922207,0.0392563346764162,130.466318101073,0.000274315547135529
-3.27115273419421,0.701037298977659,3922.35745349765,0.0873777811985745,0.0293523597970021,0.0740225630209614,0.0243218794632456,0.0510899526045755,0.0703459049374555,132.113038734648,0.000254883734620843
-3.30321603289121,0.707883913874492,2548.24568968086,0.0954878365582112,0.0338561163783101,0.0817031009419043,0.0279008933911115,0.0542387629118435,0.0540857651478695,129.669867851487,0.000392272900194719
-3.33351937620206,0.729470814606169,3215.94458780724,0.0665853481855732,0.0180610232497488,0.0583698565100569,0.0051239290608199,0.0420366674793699,0.0756807402064578,128.426500741732,0.000310853971122216
-3.25778871722803,0.739968066763549,1888.96020199647,0.042599278221663,-0.00467835792140424,0.0369997440349273,-0.0166255147916379,0.0113004527384404,0.0289535575091335,131.987416509229,0.000529111670681555
-3.22814654712109,0.73360204182033,1883.60777437301,0.0444013338596126,-0.00929392835698117,0.0309445474085897,-0.00895315713136597,0.00955176598092791,0.0268345407921904,130.510632146564,0.000530614387565439
-3.21673501113458,0.734360779253108,1720.85105872649,0.0424501303529773,-0.015871796374252,0.038673304171158,-0.023878331614509,0.0124325591406669,0.0287076691660271,128.972300690193,0.000580770325593445
-3.22331211737766,0.734480472128231,1932.57394277953,0.0392827473466024,-0.0103605567116635,0.0295809843213639,-0.0141915298169749,0.00381994622656883,0.0320314243654002,131.050287849574,0.000517177014995606
-3.26861115710649,0.743422837979513,2567.90523091858,0.0404486030075606,-0.0113242493733982,0.0386785792328699,-0.0252846434153902,0.0136994466674928,0.0293159929284769,131.488812605347,0.000389270880048161
-3.28179939470289,0.747094960020899,2287.01131226887,0.0437287212641951,-0.0201694780980338,0.0352724154898166,-0.0140794972537713,0.00335104807548749,0.030719456432831,131.911816473846,0.000437060776158649
-3.33741916898566,0.78821999533965,3043.72482708233,0.00722694756707113,-0.0363791336878294,0.00327241622702803,-0.0495420812345201,-0.0162532364882721,0.0329266054869582,131.093008753313,0.000328436905399517
-3.32366216930697,0.783989420225684,3098.94284257292,0.0201319026949991,-0.0430774231686951,0.00536077941123664,-0.0405568740144056,-0.0258713454767227,0.0345919204481215,131.696337082283,0.000322586592974085
-3.23333849432084,0.797531930655918,2048.22478435299,-0.012617206653427,-0.0750253567052333,-0.0272438514144718,-0.0734631593305176,-0.0598697399827798,0.0765734890818827,126.868619193271,0.000487989413184721
-3.3359518118924,0.803524668614992,3171.67805711825,0.000255286029407409,-0.0615409828902937,-0.0130118214898992,-0.0580346266090617,-0.0391617163861875,0.0464630110785166,131.922832547041,0.000315191135689419
-3.39922629288143,0.857411643618788,1978.25020287362,-0.0364840650510753,-0.0909329896024691,-0.0470861039000413,-0.104324330590723,-0.0719024140069211,0.0828878095119558,128.766340431592,0.000505241832764815
-3.29465250812601,0.801337626544101,2772.27871538081,-0.0199126448904781,-0.0651111544703644,-0.0197721780576712,-0.0736319114087913,-0.0405956396509658,0.0655262913145397,126.428330581206,0.000360584024409059
-3.30243233123588,0.806019928729912,2546.09288146471,-0.00970911799657566,-0.0713835047655676,-0.0192187972963903,-0.0754393753897284,-0.0487545761480104,0.0601847144272455,132.149232983382,0.000392604450068169
-3.28620953451521,0.807286205730638,3218.93307543313,-0.0131901697947769,-0.0672416369878413,-0.0279293081434969,-0.0811338110793387,-0.0532255227177879,0.0513212098928225,131.18303514975,0.0003105654610121
-3.25480186741826,0.802616215266669,3038.66588605584,-0.0158223710474494,-0.0714957119642861,-0.0313078485235573,-0.0854195263764174,-0.0482911588949524,0.0407037592858857,128.807092160183,0.000328983525652407
-3.40932500658168,0.798489600102797,2482.62278331029,0.0246758178814025,-0.0280947812769178,0.00958194758975794,-0.0413644318298815,-0.00775131534260426,0.0516929774045878,131.681025160293,0.000402637633508561
-3.30452352403161,0.772531938587679,2921.00751744757,0.0248886717803393,-0.0351865961379005,0.0158749308335132,-0.0320600671269033,-0.00966690990112501,0.0381787185772975,134.3587197053,0.00034223046793306
-3.33320146060487,0.77448879897824,2608.99876808209,0.0284782707851374,-0.0344578991414339,0.0140091216586587,-0.0328119441598988,0.000344831150971884,0.0259996679111598,133.04222910179,0.000383141943294797
-3.28553532203969,0.741073934107035,2601.99080202497,0.0551370985338833,-0.00241530826492741,0.0359991142894314,-0.0151026522077135,0.0130288060553429,0.0590526796142323,132.237773892619,0.000384173466622341
