"ID_LogUnit","AGB","MAP","RainSeas","BulkDens","AreaLogUnit"
"MAG014",287.3817383,2507,37,1.4,139.81048
"MAG016",287.39297485,2520.6,36.4,1.4,277.15574
"MAG017",297.6072563,2503.5,37,1.4,166.21379
"MAG024",291.7197502,2510,37,1.4,167.63078
"MAG025",282.6092648,2522,36,1.4,145.54939
"MAG031",292.857091,2517,37,1.4,189.16948
"MAI012",304.433581783333,2569.6,35,1.29,451.22167
"MAI018",298.441115925,2563.75,35.25,1.29,388.62619
"VOL001",284.09854285,2504.2,36,1.29,436.44638
"VOL002",262.46991,2508.33333333333,36,1.29,332.1457
"VOL003",292.16697426,2510.4,36,1.29,352.82724
"VOL004",290.0692155,2507.33333333333,36.3333333333333,1.29,271.49782
"VOL005",291.509798575,2496.75,36.25,1.29,290.33012
"VOL006",285.344610325,2493.4,36.8,1.29,453.43971
"VOL007",305.5605403375,2471.3,37,1.29,845.91482
"VOL008",308.8266685,2494.9,36.5,1.29,812.64458
"VOL009",301.33148768,2497.6,37,1.29,489.61399
"VOL010",302.501033333333,2505.2,36.2,1.29,340.9671
"VOL011",310.26843954,2512.6,36,1.29,368.16997
"VOL012",313.0308864,2510,36,1.29,316.32895
"VOL013",299.0797586,2500.16666666667,36.8333333333333,1.29,522.77955
"VOL014",301.553629428571,2483.22222222222,37,1.29,686.96486
"VOL015",315.331315671429,2465.28571428571,37,1.29,819.45944
"VOL016",310.008027,2464.16666666667,37,1.29,410.44679
"VOL017",317.20465682,2461,37,1.29,396.63176
"VOL018",337.7743151,2470,37,1.29,310.5452
"VOL019",294.00475165,2470,37,1.29,445.46517
"VOL020",308.036787,2475.83333333333,37,1.29,480.80698
"VOL021",304.95017082,2490.2,37,1.29,539.95579
"VOL022",324.833544842857,2493.5,37,1.29,664.68116
"VOL023",316.28509345,2489,37,1.29,537.09243
"VOL024",319.194143333333,2504.85714285714,37,1.29,548.01617
"VOL025",317.73808528,2511.5,36.5,1.29,548.62358
"VOL026",315.637925175,2509.83333333333,36.3333333333333,1.29,420.83931
"VOL028",303.095986675,2476.2,37,1.29,445.60933
"VOL029",315.151461283333,2469.16666666667,37,1.29,501.76571
"VOL030",298.254683675,2468.75,37,1.29,403.95882
"VOL031",302.457240575,2468.2,37,1.29,361.53014
"VOL032",310.453128975,2452.85714285714,37.5714285714286,1.29,446.10148
"VOL033",323.094548142857,2463.66666666667,38,1.29,603.47516
"VOL034",288.893648,2452,38,1.29,340.15045
"VOL035",319.2043908,2471.71428571429,37.4285714285714,1.29,573.08923
"VOL036",302.161481325,2472.25,37.25,1.29,340.2379
"VOL037",311.6686179,2442.6,38,1.29,326.68186
"VOL040",310.092958466667,2516,36,1.29,355.78126
"VOL043",302.348434866667,2438.5,38,1.29,377.88752
"VOL044",315.91141,2427.66666666667,38,1.29,257.47561
"VOL045",298.60520075,2432,38.2,1.29,357.54748
"VOL046",300.04617185,2442.75,38,1.29,397.99763
"VOL047",290.38138708,2451.2,38,1.29,382.5512
"VOL048",303.56171185,2447.2,38,1.29,311.6927
"VOL049",292.59625275,2450.66666666667,38,1.29,431.34689
"VOL050",317.290084,2442,38,1.29,188.49687
"VOL051",325.6984317,2436,38,1.29,183.49174
"VOL052",319.071738383333,2424,38,1.29,417.61449
"VOL053",301.424827133333,2435,38,1.29,363.90493
"VOL054",316.159991925,2444.66666666667,38,1.29,318.74556
"VOL055",299.484447,2442.2,38,1.29,377.45022
"VOL056",316.20347968,2441.5,38,1.29,337.6516
"VOL057",305.2865082,2441.33333333333,38,1.29,360.00704
"AKO001",320.788712433333,3036.66666666667,48,1.29,414.54255
"AKO002",302.2853125,3036.5,47.25,1.29,299.73549
"AKO004",291.0160505,3051,47.5,1.29,212.15148
"AKO006",343.72613165,3065,48,1.29,235.02542
"AKO007",337.296322233333,3053,48,1.29,294.50933
"AKO008",314.656764233333,3059.33333333333,48.6666666666667,1.29,183.74101
"AKO009",320.045998225,3070.33333333333,48.1666666666667,1.37,427.25368
"AKO010",294.8370108,3060.75,47.75,1.29,464.25589
"AKO011",291.096539233333,3075.5,48,1.29,418.10782
"AKO012",287.02709765,3080.4,48,1.29,400.03193
"AKO013",294.474194466667,3076.4,48,1.37,409.82021
"AKO014",310.624234825,3079,48.5,1.37,383.0706
"AKO015",310.010158,3093.75,48.5,1.37,293.95189
"AKO016",299.3810138,3116,49,1.37,259.69686
"AKO017",261.024589,3128,48.75,1.37,368.45045
"AKO018",275.793401566667,3136.66666666667,49,1.37,302.94923
"AKO019",299.597259775,3129.75,48.5,1.29,347.15009
"AKO020",292.34743435,3101.33333333333,48,1.37,361.33043
"AKO021",262.03937268,3121,48,1.29,346.79228
"AKO022",312.13755674,3098.5,48,1.29,502.08686
"AKO023",331.5494373,3096.5,47.5,1.29,293.99578
"AKO024",341.529135,3103.33333333333,47.6666666666667,1.29,264.91469
"AKO025",285.224766666667,3117,48,1.29,337.44661
"AKO026",282.176601175,3117.66666666667,48,1.29,438.36207
"AKO027",286.76801035,3134.33333333333,48,1.29,380.36645
"AKO028",273.345881966667,3146.5,48.75,1.29,301.09407
"AKO029",266.06182065,3157.2,48.4,1.29,406.76358
"AKO030",274.358618,3151.75,48,1.29,389.92479
"AKO031",264.462754,3146,48,1.29,142.6889
"AKO032",284.62705075,3138.5,48,1.29,282.09315
"AKO033",283.6288827,3148.5,48,1.29,151.54873
"AKO034",301.8464132,3161.66666666667,48,1.29,463.86236
"AKO035",315.679450333333,3174.33333333333,48,1.29,273.76242
"AKO036",285.49156965,3182,48,1.29,212.84736
"AKO037",293.014228175,3175.4,48.4,1.29,382.58447
"AKO038",284.17808735,3200,48,1.29,277.43157
"AKO039",306.984040766667,3215.66666666667,48.3333333333333,1.29,261.29714
"AKO041",284.978186466667,3198.33333333333,48.3333333333333,1.29,351.08023
"AKO043",256.392884766667,3182.75,49,1.29,227.29662
"AKO044",240.6444768,3172.5,49,1.29,240.3273
"AKO045",233.694613,3165.5,49,1.29,159.7665
"AKO046",234.66403,3158,49,1.29,146.97825
"AKO047",268.052144,3147.33333333333,49,1.29,213.30871
"AKO048",280.491518075,3162,49,1.29,340.97106
"AKO049",278.12965635,3168.5,49,1.29,269.25394
"CNE001",303.90534615,3031.2,50.6,1.37,384.87561
"CNE003",292.074201566667,3039.5,50.5,1.37,193.11916
"CNE004",296.525152566667,3045,50.25,1.37,336.57258
"CNE007",306.05765632,3040,50,1.37,380.70083
"CNE008",285.4306833,3026,50,1.29,187.39216
"CNE009",318.9218891,3035.85714285714,49.8571428571429,1.37,591.98731
"CNE010",309.398777,3015.6,49.3,1.29,772.11726
"CNE011",307.230792666667,3032,49,1.29,197.13235
"CNE012",301.095807725,3040.5,49.5,1.29,433.17846
"CNE014",300.920437342857,3055.66666666667,49,1.37,493.82746
"CNE015",302.8079968,3059.66666666667,48.3333333333333,1.37,353.16751
"CNE016",314.823682,3044,48.4,1.29,319.13967
"CNE017",299.09682165,3039.25,49,1.29,335.21025
"CNE018",304.497016175,3024.5,49,1.29,347.48247
"CNE019",298.052237075,3009.83333333333,48.8333333333333,1.29,397.32771
"CNE020",281.590667866667,3020.75,48.5,1.29,330.78334
"CNE021",269.7697108,3031.2,48.2,1.29,410.56909
"CNE022",294.842095,3046,48,1.29,142.71026
"EAU001",304.11223874,2968.33333333333,50.6666666666667,1.37,467.48124
"EAU002",298.048515575,2963,50,1.29,340.65295
"EAU003",296.539954566667,2976,50.5,1.29,271.71962
"EAU004",304.72612608,2989.4,50,1.29,426.63019
"EAU005",305.383363425,2989.4,50.2,1.37,349.03012
"EAU006",301.06159826,3001.8,51,1.37,422.98496
"EAU007",299.8204352,3002.8,50.2,1.37,447.11537
"EAU008",301.169136166667,3021.71428571429,50.5714285714286,1.37,555.56748
"EAU009",313.430719866667,3017.25,50,1.29,286.20375
"EAU010",295.647681233333,3003.5,49.75,1.29,317.45815
"EAU011",305.342277433333,2997.66666666667,50,1.29,266.94692
"EAU012",297.18997095,2983,49.4,1.29,509.29791
"EAU013",296.83240346,2999.33333333333,49,1.29,420.09628
"EAU014",296.81075294,2993.83333333333,48.5,1.29,490.12003
"EAU015",291.5651975,2985.83333333333,49,1.29,356.88973
"EAU016",309.74824125,2974.33333333333,49,1.29,334.92279
"EAU017",311.839217316667,2969.125,49.75,1.29,513.57598
"EAU018",303.817612433333,2955.5,49.25,1.29,342.65979
"EAU019",305.316770766667,2966.66666666667,49,1.29,328.75834
"EAU020",273.05782215,2961.66666666667,48.3333333333333,1.29,222.20583
"EAU021",311.6014009,2971,48.5,1.29,321.48997
"EAU022",291.9621739,2949.66666666667,48,1.29,353.15688
"EAU023",284.260206,2962.66666666667,47.5,1.29,439.13087
"EAU024",308.6025057,2963.33333333333,48,1.29,246.19801
"EAU027",283.2924122,2983.2,48,1.29,442.31675
"EAU028",242.6266823,2993.5,48,1.29,181.80214
"EAU029",260.3350561,3005.25,48,1.29,349.02363
"EAU030",277.6516867,3014.33333333333,48,1.29,172.02668
"KER016",298.92764515,2938.33333333333,49,1.29,184.77493
"KER017",293.68113985,2945.66666666667,49,1.29,226.64176
"KER018",300.808913,2957.33333333333,49,1.29,228.44588
"KER019",310.2348737,2949,49,1.29,146.10942
"KER020",281.61326835,2938.5,48.5,1.29,241.37351
"KER024",294.0814557,2907,48,1.29,137.48401
"KER025",284.0415283,2896.33333333333,47.3333333333333,1.29,229.87845
"KER028",304.4815487,2907.5,47,1.29,94.64073
"KER029",275.921315433333,2919,48,1.29,165.25586
"KER030",289.12669106,2936,48,1.29,49.59407
"KER032",296.59613965,2948.5,48.25,1.29,239.03538
"ANG344",346.126663425,3455.5,47,1.21,364.04538
"ANG345",351.11593485,3447,47.1666666666667,1.21,489.22385
"ANG346",343.240224925,3430.25,48,1.21,396.50681
"ANG347",355.637957433333,3454.5,47.5,1.21,334.11164
"ANG348",357.945338925,3430.25,48,1.21,385.49475
"ANG349",339.601706766667,3448,48,1.21,323.56624
"ANG350",365.3231421,3465.75,47.75,1.21,371.59527
"ANG351",339.27756328,3471.83333333333,47,1.21,531.28589
"ANG352",338.52178865,3480.33333333333,47,1.21,442.24872
"ANG353",359.314742675,3500.6,47,1.21,439.17949
"ANG354",338.1526882,3483.75,47,1.44,321.56708
"ANG355",335.7483293,3498,47,1.44,307.49074
"ANG356",346.49950346,3508.85714285714,47,1.44,549.15393
"ANG357",336.43166666,3482.2,47,1.21,457.23847
"ANG358",337.833413675,3506.83333333333,47,1.21,459.89701
"ANG359",340.06808,3513,47,1.21,677.50303
"ANG360",337.911142233333,3529.66666666667,47,1.44,359.15659
"ANG361",340.8060819,3540.42857142857,47,1.44,500.09682
"ANG362",333.6114724,3564.75,46.25,1.44,374.39272
"ANG363",335.471375566667,3539.2,46.6,1.44,360.40961
"ANG364",351.80699586,3556.5,46,1.44,543.31628
"ARM650",391.347044733333,3255.33333333333,51,1.21,515.62996
"ARM651",390.881201,3236.83333333333,51,1.21,395.67378
"ARM652",407.313616,3245.25,51,1.21,302.69162
"ARM653",392.76856414,3248.25,50.25,1.21,353.93861
"ARM654",396.35320648,3264.6,50.6,1.21,474.97504
"ARM655",411.02779672,3277.71428571429,50.5714285714286,1.21,547.66038
"ARM656",406.254680525,3298.75,50.5,1.21,333.60555
"ARM657",420.421819,3291,50,1.21,284.4603
"ARM661",388.386893533333,3292,50,1.21,328.26511
"ARM662",381.7702891,3263.6,50,1.21,356.91339
"ARM663",384.3877743,3279,50,1.21,320.16027
"ARM664",393.2431148,3273.6,50,1.21,318.68849
"ARM665",385.3374649,3254.33333333333,50,1.21,378.589
"ARM666",366.645674925,3235.25,50.25,1.21,323.42982
"ARM667",368.796214866667,3229,50,1.21,288.2659
"ARM668",380.384570025,3216,50,1.21,436.37887
"ARM669",370.789972575,3202.25,50,1.21,297.69805
"ARM670",381.030837133333,3233.16666666667,50,1.21,543.44075
"ARM671",377.818407333333,3248.75,50,1.21,302.13182
"ARM672",387.314435466667,3217.66666666667,51,1.21,306.97073
"ARM673",369.331352,3195.66666666667,51,1.21,389.8667
"ARM674",363.489182575,3170.75,51,1.21,314.91906
"ARM675",365.551881133333,3193,51,1.21,351.53889
"ARM676",386.15875666,3205.75,51,1.21,356.57369
"ARM677",388.54640034,3224.2,51,1.21,465.09088
"ARM678",358.930447333333,3210.4,51,1.21,364.66973
"ARM679",354.4101165,3220,51.5,1.21,310.5194
"ARM680",369.3761554,3192.75,51,1.21,393.69962
"ARM681",379.16957248,3173.4,51,1.21,404.16219
"ARM682",353.547694333333,3205.66666666667,52,1.21,261.45127
"ARM683",385.74221265,3192,51.3333333333333,1.21,221.76025
"ARM684",332.87070865,3195.33333333333,52,1.21,263.81271
"ARM685",385.49526665,3188,52,1.21,357.29984
"ARM686",340.59616285,3179.66666666667,52,1.21,363.96034
"ARM687",373.7997899,3175.16666666667,51.5,1.21,464.01665
"ARM688",374.299056075,3163,52,1.21,303.08736
"ARM689",392.672629575,3172.33333333333,52,1.21,426.86089
"ARM690",380.862943,3152.6,52,1.21,409.16927
"ARM691",358.35231435,3163.66666666667,52,1.21,324.31328
"ARM692",370.032799566667,3151,52.25,1.21,285.37478
"ARM693",341.03227415,3163.33333333333,53,1.21,233.94248
"ARM694",338.359565575,3152.5,53,1.21,294.38229
"ARM695",366.555909166667,3186.85714285714,50.4285714285714,1.21,508.24354
"ARM696",372.907272175,3165.42857142857,50.7142857142857,1.21,556.55934
"ARM697",368.765300933333,3150.4,50.8,1.21,603.20646
"ARM700",384.06803625,3135.6,51,1.21,414.72742
"ARM702",374.22847978,3148.66666666667,51,1.21,483.5561
"ARM703",376.069006425,3122.8,51,1.21,384.55756
"ARM704",371.11019325,3096.75,51,1.21,415.17527
"ARM705",369.579108666667,3078.4,51,1.21,370.63614
"ARM706",376.22266402,3105.42857142857,51.2857142857143,1.21,513.6968
"ARM707",382.868932725,3130,51.6,1.21,411.24252
"ARM708",381.965532766667,3152,51.25,1.21,336.15196
"ARM709",388.0502191,3133.85714285714,52,1.21,502.89221
"ARM710",389.89179625,3135.4,52,1.21,489.55119
"ARM711",363.228699325,3085.66666666667,52,1.21,397.30984
"ARM712",355.519868,3073,51.4,1.21,406.39688
"ARM713",357.496402433333,3057.66666666667,51.3333333333333,1.21,319.56417
"ARM715",360.3819955,3050.75,52,1.21,385.67244
"ARM716",381.6354201,3099.4,52,1.21,393.20818
"ARM717",366.78359084,3078.8,52,1.21,429.95322
"ARM718",342.65784785,3065.5,52,1.21,330.38715
"ARM720",386.089661425,3115.4,52,1.21,445.92771
"ARM721",372.287131175,3120,52,1.21,389.48346
"ARM722",378.5061692,3133.5,52.75,1.21,324.15732
"ARM723",366.0764775,3091.14285714286,52.2857142857143,1.21,531.52449
"ARM724",359.634241,3089,53,1.21,506.15341
"ARM725",395.4907992,3084.8,53,1.21,360.3714
"ARM726",382.951844675,3109.83333333333,52.8333333333333,1.21,465.10332
"ARM727",408.231754333333,3125.25,53,1.21,233.59343
"ARM728",361.1663257,3135.33333333333,53,1.21,321.68866
"ARM729",324.82911676,3143.4,53,1.21,474.44298
"ARM730",367.76555588,3110.66666666667,53,1.21,422.12957
"ARM731",380.489182325,3109.4,53,1.21,358.191
"ARM732",395.1915126,3086,53.25,1.21,413.85103
"ARM733",385.80700865,3110.6,53.4,1.21,447.77339
"ARM734",345.47902448,3128.83333333333,53.1666666666667,1.21,421.46744
"ARM735",369.853752275,3123,54,1.21,509.94566
"ARM736",400.703738675,3097.66666666667,53.8333333333333,1.21,368.70326
"ARM737",395.310482616667,3108.14285714286,54,1.21,556.95171
"ARM738",400.41001972,3111.66666666667,54.1666666666667,1.21,456.08046
"ARM739",357.15191682,3106.5,52,1.21,342.07477
"BAU250",310.934882,3630.75,47,1.44,276.63682
"BAU251",336.03026275,3642.22222222222,46.5555555555556,1.44,700.49162
"BAU252",318.491689675,3642,47,1.44,576.07046
"BAU253",328.43446294,3656.75,46.5,1.44,572.83745
"BAU255",319.56057575,3658.28571428571,45.7142857142857,1.44,515.33438
"BAU256",313.81312712,3649.75,46.25,1.44,449.62107
"BAU257",325.29540728,3633.28571428571,46,1.44,573.72213
"BAU258",345.77658828,3618.14285714286,46,1.44,570.42228
"BAU259",332.5404113375,3626.25,46.875,1.44,696.65469
"BAU260",343.81828645,3605,46.75,1.44,496.76018
"BAU261",342.933749233333,3611.25,47,1.44,306.37662
"CCO463",378.754428,3372,50,1.21,383.41921
"CCO464",417.3812692,3369,50.25,1.21,304.10855
"CCO465",385.429087,3380.66666666667,50.3333333333333,1.21,382.19472
"CCO466",377.627799,3398,50,1.21,301.9729
"CCO467",379.978657233333,3395.6,50,1.21,329.82046
"CCO468",375.693119766667,3412.5,50,1.21,262.15102
"CCO469",398.1356655,3421.75,50,1.21,335.96952
"CCO470",383.63270725,3410,51,1.21,335.94725
"CCO472",346.128472233333,3404.5,51,1.21,270.95937
"CCO473",375.314487425,3389.71428571429,51,1.21,506.67492
"CCO474",394.76261575,3376.25,51,1.21,393.30355
"CCO475",335.92681188,3365.75,51.75,1.21,410.16976
"CCO476",348.38570165,3378,51,1.21,157.44443
"CCO477",329.211195633333,3396.33333333333,51.3333333333333,1.21,225.99353
"CCO478",343.189732533333,3379.5,52,1.21,434.1881
"CCO479",332.80134,3355.5,52,1.21,301.98084
"CCO488",401.299840766667,3349.6,51.6,1.21,373.68171
"CCO489",349.82306715,3345.2,52,1.21,349.05233
"CCO490",346.541105425,3334.75,52,1.21,311.37389
"CCO491",376.43451225,3390,50.75,1.21,302.54598
"CCO492",394.519374366667,3369.66666666667,51,1.21,274.5785
"CCO493",382.4315478,3350,51,1.21,241.67231
"CCO494",319.352385533333,3330.33333333333,51.3333333333333,1.21,321.35137
"CCO495",369.780123433333,3327.8,51,1.21,400.27639
"CCO496",355.672920325,3309.75,51.25,1.21,295.67412
"CCO497",359.087564666667,3323,52,1.21,259.64198
"CCO498",346.585705575,3318.25,52,1.21,257.29859
"CCO499",386.9472577,3321,52,1.21,223.51603
"CCO500",342.589946566667,3309.66666666667,52,1.21,293.90243
"CCO501",342.2213133,3310,52,1.21,241.71777
"CCO502",362.774124,3289.33333333333,52,1.21,274.16529
"CFO611",346.4440275,3262.4,53,1.21,451.3942
"CFO612",339.780159666667,3278.33333333333,53,1.21,244.72984
"CFO613",335.221715525,3253.66666666667,53,1.21,355.35803
"CFO614",371.757270566667,3270.33333333333,53,1.21,276.788
"CFO615",346.775556333333,3300.66666666667,52.6666666666667,1.21,312.08493
"CFO616",345.1678469,3291,52,1.21,286.79388
"CFO617",365.222878033333,3277,52,1.21,258.08396
"CFO618",347.306554,3259.8,52.4,1.21,324.11946
"CFO619",343.7099538,3242.8,53,1.21,358.21057
"CFO620",339.7990558,3231,52.75,1.21,275.1734
"CFO621",334.275805066667,3222,53,1.21,498.91471
"CFO622",353.4216155,3212,53,1.21,491.33946
"CFO623",340.049867566667,3255,52,1.21,401.73366
"CFO624",375.484714,3257.66666666667,52,1.21,282.40432
"CFO625",342.4736615,3273.33333333333,52,1.21,246.27664
"CFO626",325.265697466667,3288.66666666667,52,1.21,393.22097
"CFO627",362.0076496,3265.25,52,1.21,427.07421
"CFO628",348.788186175,3276.25,51.75,1.21,374.74964
"CFO629",359.0700952,3288.33333333333,51,1.21,271.13544
"CFO630",414.991406,3281.2,51,1.21,373.02292
"CFO631",379.717104,3297.66666666667,51,1.21,379.05769
"CFO632",402.5501366,3269.66666666667,51,1.21,393.43968
"CFO633",376.356109333333,3249.2,51.4,1.21,396.34809
"CFO634",363.0092095,3246.8,52,1.21,300.2771
"CFO635",355.74082715,3222.5,52,1.21,443.67575
"CFO636",347.38365142,3223,52,1.21,452.95478
"CFO637",344.159359566667,3218.25,52,1.21,384.65813
"CFO638",339.6214361,3214,52.25,1.21,416.4583
"CFO639",325.441897825,3199.5,52.25,1.21,316.13397
"CFO640",324.50149486,3190,53,1.21,378.58469
"CFO641",324.021608666667,3181.42857142857,53,1.21,499.57842
"CFO642",321.307152,3170,53,1.21,254.06173
"CFO643",342.451136525,3169.5,53.25,1.21,426.48983
"CFO644",335.27863292,3163.66666666667,53.8333333333333,1.21,485.8117
"CFO645",337.918594075,3146.6,54,1.21,522.63171
"CFO646",334.52349075,3158.2,54,1.21,375.13388
"CFO647",355.8491032,3145,54,1.21,222.45759
"CFO648",332.561216,3149.33333333333,54,1.21,270.10662
"CFO649",327.8119118,3133.5,54.5,1.21,257.97582
"CFR008",309.65702165,3680.33333333333,48,1.29,267.88086
"CPA521",331.7074211,3231.5,55.8333333333333,1.21,449.65094
"CPA522",346.1869049,3244.66666666667,56,1.21,267.98254
"CPA523",339.12865935,3248,55.6666666666667,1.21,322.46736
"CPA524",342.696355566667,3270.6,55,1.21,290.8639
"CPA525",321.093889175,3275.25,55.25,1.21,420.86429
"CPA526",339.28746735,3288.75,55,1.21,247.8386
"CPA527",336.79607786,3272.2,55,1.21,485.31046
"CPA528",335.78383024,3264.6,54.4,1.21,432.96583
"CPA529",360.75054,3261.75,54.25,1.21,303.29894
"CPA530",346.6473719,3262.4,54,1.21,324.43196
"CPA531",341.123805866667,3244.4,54.2,1.21,452.91964
"CPA532",355.72386378,3266.66666666667,53.6666666666667,1.21,381.91408
"CPA533",395.5431365,3276.6,53,1.21,311.91133
"CPA534",369.4445158,3296.8,53,1.21,386.76222
"CPA535",354.9828302,3296.33333333333,53,1.21,249.01654
"CPA536",350.28114215,3320.75,53,1.21,233.04298
"CPA537",336.03303812,3332,52.8,1.21,482.8674
"CPA538",347.63490082,3339.6,53,1.21,439.46184
"CPA539",347.58549554,3336.2,53,1.21,447.37348
"CPA540",342.029348333333,3319,53,1.21,263.3282
"CPA541",313.0229313,3299,53,1.21,211.79232
"CPA542",355.64401285,3304,53.75,1.21,317.98025
"CPA543",353.0554945,3282.83333333333,53.6666666666667,1.21,504.67594
"CPA544",355.37696765,3288.2,54,1.21,436.75209
"CPA545",343.4260065,3294.2,54,1.21,338.35263
"CPA546",338.159882233333,3294,55,1.21,293.67309
"EKI399",305.07662154,3293,48,1.21,520.07371
"EKI401",299.663423025,3269.8,48,1.21,314.69407
"EKI402",331.75364565,3260,48,1.21,230.78326
"EKI403",336.3906873,3267,48,1.21,271.53979
"EKI404",338.57929035,3274.75,48,1.21,442.72004
"EKI405",355.750945766667,3247,48,1.21,316.13681
"EKI406",288.079988,3249.25,48,1.21,284.82209
"EKI407",308.686221,3233,48,1.21,282.22705
"EKI408",317.4128239,3219,48,1.21,274.78927
"EKI409",328.7818515,3231.6,48,1.21,384.9598
"EKI410",326.32319914,3211.2,48,1.21,482.3658
"EKI411",335.9992933,3199.33333333333,48,1.21,291.09551
"EKI412",309.62634834,3199.25,48.5,1.21,339.01927
"EKI413",323.496907233333,3232.33333333333,48,1.21,309.36571
"EKI414",357.329247575,3216,48.2,1.21,436.41786
"GAB106",345.333371,3482,52,1.21,205.85981
"GAB127",339.815051366667,3459.25,53,1.21,362.6283
"GAB128",344.670817233333,3467.5,53,1.21,271.99143
"GAB129",342.947722,3467.66666666667,52.6666666666667,1.21,304.69328
"GAB130",341.6253021,3471.6,52,1.21,380.97622
"GAB133",344.4895722,3449.5,52,1.21,175.7464
"GAB135",354.289725,3445,53,1.21,232.08299
"GAB136",337.67817635,3446.5,53,1.21,232.24324
"GAB162",336.660888433333,3385,54,1.21,250.77925
"GAB163",331.866340116667,3396.2,53.6,1.21,439.14208
"GAB164",363.798980466667,3421,53,1.21,321.07458
"GAB165",348.445260333333,3424,53.3333333333333,1.21,249.94534
"GAB166",328.22618,3434.33333333333,53.3333333333333,1.21,263.49747
"GAB167",328.47753165,3410.33333333333,54,1.21,184.69149
"GAB168",351.7871128,3411,54,1.21,169.3284
"GAB169",333.522389333333,3398.25,54,1.21,417.38232
"GAB170",367.86181115,3431,54,1.21,200.57184
"GAB171",324.930384333333,3417.66666666667,54,1.21,252.95303
"GAB172",363.8361195,3430.75,54,1.21,224.92415
"GAB173",317.4914805,3443.33333333333,53,1.21,206.29484
"GAB174",347.020664766667,3476.25,53,1.21,289.69154
"GAB197",350.161909533333,3464.66666666667,53.5,1.21,395.25081
"GAB198",362.0348632,3473,54,1.21,269.03088
"GAB199",360.462926766667,3459,54,1.21,215.35485
"GAB200",342.832154,3449.5,54,1.21,232.20485
"GAB201",331.09969435,3442.33333333333,54,1.21,250.87899
"GAB202",331.02968285,3434.33333333333,54,1.21,201.24944
"GAB203",344.124329766667,3413.5,54,1.21,222.90965
"GAB204",331.8628502,3409,54,1.21,219.92958
"GAB205",315.49971385,3398,55,1.21,214.4986
"GAB206",338.59405985,3418.5,54.5,1.21,169.83035
"GAB207",325.452951233333,3400.6,55,1.21,348.80905
"GAB208",331.85719765,3399.66666666667,55,1.21,250.8314
"GAB209",338.819391425,3422,55,1.21,268.14064
"GAB210",350.289929,3419.5,55,1.21,320.09719
"GAB211",336.221187,3445.33333333333,54,1.21,248.38896
"GAB212",334.90540085,3437.5,55,1.21,242.40978
"GAB213",326.394477566667,3452.33333333333,54.3333333333333,1.21,191.2846
"GAB214",338.5823905,3466,54,1.21,379.42383
"GAB217",343.76897435,3465,55,1.21,146.89684
"GAB235",305.270577866667,3455.75,55,1.21,245.60745
"GAB236",334.64694915,3434,55,1.21,173.66891
"GAB237",337.154327,3445,55,1.21,199.96989
"GAB238",336.427096133333,3420.5,55.5,1.21,172.77752
"GAB239",346.19408165,3426.5,55,1.21,213.26125
"GAB240",322.338934,3402,55.75,1.21,292.1791
"GAB241",326.02942065,3431,55.3333333333333,1.21,258.89682
"GAB242",324.12156285,3418,56,1.21,186.8291
"GAB243",316.86967375,3409,56,1.21,265.56557
"GAB249",326.8437662,3452,53.5,1.21,286.68573
"GRC295",339.07530452,3403.33333333333,48,1.21,419.41468
"GRC296",333.0564879,3411.75,48,1.21,304.60168
"GRC297",324.1472005,3385,48,1.21,328.28487
"GRC298",333.30194152,3386,48.4,1.21,532.22514
"GRC299",327.63290742,3378,49,1.21,524.57602
"GRC300",328.793974425,3394.4,48.8,1.21,446.56264
"GRC301",328.0344719,3363.66666666667,49,1.21,302.35435
"GRC302",335.44458675,3352.6,48.8,1.21,458.26908
"GRC303",319.4345053,3369.5,48,1.21,272.26496
"GRC304",349.7002681,3335.75,49,1.21,414.08954
"GRC305",322.033783528571,3343.71428571429,48.2857142857143,1.21,498.70414
"GRC306",313.62728875,3369,48,1.21,422.72999
"GRC307",321.233510533333,3357.6,48,1.21,320.94983
"GRC308",336.901363783333,3344.25,48,1.21,470.36167
"GRC309",336.837576633333,3335.33333333333,48,1.21,322.92205
"GRC310",332.456210333333,3324.16666666667,48,1.21,371.28182
"GRC311",345.17368802,3306.57142857143,48,1.21,551.80943
"GRC312",382.2492144,3307.4,49,1.21,427.73326
"GRC313",338.429704975,3313.6,49,1.21,376.8243
"GRC314",401.498664,3290.5,48.5,1.21,280.6215
"GRC315",337.683117985714,3311,49,1.21,601.64904
"GRC316",343.46496526,3330.6,49,1.21,430.59841
"GRC317",347.5028893,3329,49,1.21,323.53508
"GRC318",327.3176745,3338.16666666667,49,1.21,504.09804
"GRC319",337.423100433333,3354.6,49,1.21,298.18657
"GRC320",317.763261,3369.25,49,1.21,421.90346
"GRC321",390.9918094,3291,49,1.21,552.05161
"GRC322",375.041195883333,3283.4,49,1.21,506.16138
"GRC323",381.35194615,3271.66666666667,49,1.21,284.69444
"GRC324",344.655333433333,3268.5,49,1.21,330.85113
"GRC325",381.582338175,3254.75,49,1.21,351.77005
"GRC326",393.36165432,3264.83333333333,49,1.21,455.06772
"GRC327",367.9676593,3241.75,49,1.21,313.34528
"GRC328",319.138327,3381,48,1.21,291.27943
"GRC329",324.87455465,3403.25,48,1.21,351.29257
"GRC330",328.9383418,3400.6,48,1.21,376.76266
"GRC331",347.761790733333,3385,48,1.21,464.63157
